Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
1,23.5902,1.75,4.4825,81.225,0.0313,13.815,0.1256,0.0813,FCC
1,13.7623,1.75,4.6075,81.92,0.0333,13.544,0.1316,0.0856,FCC
1,22.8379,1.7,4.4825,82.875,0.0326,15.8775,0.1313,0.0837,FCC
1,10.3115,1.9,4.5925,74.565,0.0297,12.976,0.1105,0.0798,FCC
1,13.0671,1.9,4.6125,74.74,0.0286,13.046,0.1074,0.0778,FCC
1,54.8177,1.85,4.495,72.335,0.0305,14.5875,0.1175,0.081,FCC
1,20.2033,1.85,4.6525,73.115,0.0332,14.9775,0.1163,0.0808,FCC
1,21.3953,1.85,4.705,73.375,0.0325,15.1075,0.1135,0.0788,FCC
1,1623.9515,1.85,4.64,73.205,0.0306,15.0225,0.111,0.0774,FCC
1,47.6738,1.8,4.5025,70.625,0.0346,16.065,0.1258,0.0839,FCC
1,87.9079,1.8,4.66,71.405,0.035,16.533,0.1209,0.0815,FCC
1,19.6464,1.8,4.595,71.235,0.033,16.431,0.1188,0.0799,FCC
4,7.5548,1.8,4.7075,72.02,0.0287,16.902,0.1035,0.0705,FCC
4,4.795,1.75,4.6825,70.225,0.0298,18.1175,0.1071,0.0707,FCC
4,3.4637,1.7,4.6575,68.43,0.031,18.974,0.1103,0.0708,FCC
1,8.0422,1.85,4.5725,76.04,0.0331,13.566,0.1226,0.0856,FCC
1,7.5477,1.85,4.625,76.3,0.0344,13.67,0.1234,0.0859,FCC
1,9.6831,1.85,4.5925,76.215,0.032,13.636,0.1201,0.0838,FCC
1,17.2338,1.85,4.5075,75.87,0.0281,13.498,0.1133,0.0793,FCC
1,11.8328,1.85,4.6125,76.39,0.0309,13.706,0.1175,0.082,FCC
1,47.1322,1.8,4.4625,73.9,0.0303,15.37,0.1212,0.0809,FCC
1,203.5839,1.8,4.515,74.16,0.0315,15.5,0.1238,0.083,FCC
1,44.9866,1.8,4.5675,74.42,0.0334,15.63,0.125,0.084,FCC
1,262.263,1.8,4.5875,74.595,0.0322,15.7175,0.1223,0.0822,FCC
3,19.394,1.8,4.7,75.38,0.0294,16.11,0.1114,0.0752,FCC
1,16.2986,1.8,4.5075,77.52,0.0307,14.158,0.1209,0.0825,FCC
1,10.8172,1.8,4.6125,78.04,0.0332,14.386,0.1265,0.0859,FCC
1,52.4803,1.75,4.4625,75.55,0.0326,16.195,0.1285,0.0839,FCC
1,18.6395,1.75,4.5275,79.345,0.0322,15.695,0.1263,0.0842,FCC
1,13.7969,1.75,4.58,79.605,0.0337,15.7945,0.1301,0.0866,FCC
1,4.8655,1.9,4.715,72.765,0.0342,15.4925,0.1168,0.0837,FCC
1,5.8653,1.9,4.6825,72.68,0.0335,15.45,0.1154,0.0833,FCC
1,10.696,1.9,4.5125,71.99,0.0276,15.105,0.1081,0.0803,FCC
4,17.7272,1.9,4.48,71.905,0.0254,15.0625,0.1024,0.0768,FCC
1,11.3709,1.9,4.69,72.945,0.0295,15.5825,0.1062,0.0779,FCC
1,17.653,1.9,4.5525,72.34,0.0256,15.28,0.1031,0.0768,FCC
3,54.0082,1.9,4.75,73.47,0.0253,15.845,0.0935,0.0698,FCC
1,22.7677,1.85,4.52,70.28,0.0318,16.548,0.1182,0.0833,FCC
1,17.3512,1.85,4.5725,70.54,0.033,16.704,0.1186,0.0835,FCC
1,16.8727,1.85,4.73,71.32,0.0318,17.172,0.1125,0.0785,FCC
1,26.2869,1.85,4.645,70.975,0.032,16.965,0.1143,0.0804,FCC
1,93.9377,1.85,4.6125,70.89,0.0305,16.914,0.1122,0.0793,FCC
1,53.6692,1.85,4.58,70.805,0.0285,16.863,0.1095,0.0776,FCC
4,21.272,1.85,4.7575,71.76,0.0269,17.436,0.0985,0.0699,FCC
1,33.8244,1.8,4.685,69.35,0.0343,18.195,0.1199,0.0814,FCC
1,56.2858,1.8,4.5475,68.745,0.0342,17.7715,0.1231,0.0836,FCC
1,24.1505,1.8,4.5675,68.92,0.033,17.894,0.1199,0.0816,FCC
1,31.8936,1.8,4.62,69.18,0.0331,18.076,0.1183,0.0806,FCC
4,8.4371,1.8,4.7325,69.965,0.0279,18.6255,0.1022,0.0701,FCC
2,7.0535,1.8,4.7,69.88,0.0275,18.566,0.102,0.0701,FCC
1,6.6791,1.85,4.7025,74.505,0.0351,16.3625,0.1227,0.0858,FCC
1,9.0088,1.85,4.565,73.9,0.0317,16.06,0.1194,0.0851,FCC
1,12.7767,1.85,4.5325,73.815,0.0293,16.0175,0.1146,0.0823,FCC
3,26.3687,1.85,4.75,75.12,0.0282,16.67,0.1066,0.0754,FCC
3,24.0969,1.8,4.725,73.325,0.0293,18.375,0.1108,0.0756,FCC
3,16.5574,1.8,4.6925,73.24,0.0281,18.324,0.1092,0.0748,FCC
1,14.7244,1.8,4.5525,75.64,0.0309,16.93,0.1207,0.0842,FCC
1,5.0794,1.9,4.655,70.365,0.0339,17.289,0.1166,0.0853,FCC
1,5.2108,1.9,4.7075,70.625,0.0333,17.445,0.1149,0.0834,FCC
1,5.5068,1.9,4.76,70.885,0.0318,17.601,0.1121,0.0805,FCC
1,8.4359,1.9,4.7475,70.975,0.0299,17.655,0.1071,0.0781,FCC
1,13.5389,1.9,4.5775,70.285,0.0269,17.241,0.1039,0.0789,FCC
4,12.636,1.9,4.63,70.545,0.028,17.397,0.1046,0.0787,FCC
1,18.1724,1.9,4.5975,70.46,0.0258,17.346,0.1009,0.0769,FCC
4,30.5244,1.9,4.8075,71.5,0.025,17.97,0.0932,0.069,FCC
3,88.5286,1.9,4.7425,71.33,0.0241,17.868,0.0912,0.0694,FCC
1,12.4367,1.85,4.5975,68.485,0.0335,18.2795,0.1187,0.0845,FCC
1,34.6485,1.85,4.5125,68.14,0.0304,18.038,0.1149,0.0828,FCC
1,22.5381,1.85,4.565,68.4,0.0317,18.22,0.1159,0.083,FCC
1,37.036,1.85,4.6375,68.835,0.0308,18.5245,0.112,0.0801,FCC
1,37.644,1.85,4.69,69.095,0.0304,18.7065,0.11,0.0782,FCC
4,18.2832,1.85,4.75,69.62,0.0258,19.074,0.0968,0.0696,FCC
3,13.8218,1.85,4.7175,69.535,0.0252,19.0145,0.0959,0.0696,FCC
1,20.4819,1.8,4.71,67.295,0.0334,19.446,0.1188,0.0808,FCC
1,62.0421,1.8,4.625,66.95,0.0344,19.17,0.1213,0.0833,FCC
1,56.2768,1.8,4.6775,67.21,0.0334,19.378,0.1185,0.0811,FCC
3,7.7871,1.8,4.725,67.825,0.0268,19.87,0.1008,0.0698,FCC
4,6.4814,1.8,4.6925,67.74,0.0264,19.802,0.1002,0.0698,FCC
1,23.0537,1.75,4.705,65.675,0.0324,19.9875,0.1176,0.078,FCC
1,8.2338,1.85,4.5375,71.585,0.0318,18.021,0.1179,0.0862,FCC
1,7.5337,1.85,4.59,71.845,0.033,18.177,0.1202,0.0869,FCC
1,7.2119,1.85,4.695,72.365,0.0341,18.489,0.1205,0.0854,FCC
1,9.1948,1.85,4.61,72.02,0.0318,18.282,0.1176,0.085,FCC
1,8.9801,1.85,4.715,72.54,0.0325,18.594,0.1172,0.0831,FCC
1,15.8188,1.85,4.5975,72.11,0.0281,18.336,0.111,0.0811,FCC
3,32.6666,1.85,4.7425,72.98,0.027,18.858,0.1044,0.0751,FCC
3,58.3681,1.85,4.71,72.895,0.0256,18.807,0.1021,0.0742,FCC
1,108.3726,1.8,4.605,70.4,0.0318,19.62,0.1198,0.0833,FCC
3,30.554,1.8,4.75,71.27,0.029,20.229,0.11,0.0755,FCC
4,9.5861,1.75,4.725,69.475,0.03,21.19,0.1138,0.0757,FCC
3,7.7551,1.75,4.6925,69.39,0.0292,21.122,0.1128,0.0754,FCC
3,6.26,1.75,4.66,69.305,0.028,21.054,0.1114,0.0746,FCC
3,6.7351,1.7,4.7325,67.765,0.0311,21.8685,0.1173,0.0756,FCC
4,4.7162,1.7,4.6675,67.595,0.0303,21.7155,0.1166,0.0756,FCC
4,4.6343,1.65,4.7075,65.97,0.032,22.12,0.1203,0.0757,FCC
1,57.3412,1.8,4.6775,74.46,0.0259,19.746,0.1098,0.0774,FCC
4,12.9404,1.75,4.6525,72.665,0.0273,21.2055,0.115,0.0776,FCC
4,9.1135,1.7,4.6925,71.04,0.0321,22.442,0.1239,0.0805,FCC
4,80.2202,1.75,4.645,76.025,0.0256,20.685,0.1149,0.0793,FCC
4,42.0548,1.7,4.645,77.675,0.0296,21.675,0.123,0.083,FCC
4,29.7128,1.65,4.645,79.325,0.033,22.7975,0.1302,0.0864,FCC
1,5.4005,1.9,4.6475,68.225,0.0329,18.7875,0.1141,0.085,FCC
1,6.7361,1.9,4.615,68.14,0.0312,18.728,0.1112,0.084,FCC
1,6.7611,1.9,4.6675,68.4,0.0313,18.91,0.1108,0.0827,FCC
1,8.6461,1.9,4.5825,68.055,0.0291,18.6685,0.1074,0.0824,FCC
4,27.8489,1.9,4.8325,69.445,0.0238,19.6415,0.0918,0.0677,FCC
4,62.4099,1.9,4.7675,69.275,0.0237,19.5225,0.0904,0.0691,FCC
3,252.9671,1.9,4.735,69.19,0.0229,19.463,0.0887,0.069,FCC
1,22.9826,1.85,4.6625,66.78,0.0308,19.724,0.1117,0.0804,FCC
4,30.0853,1.85,4.8075,67.65,0.0246,20.42,0.0956,0.0678,FCC
4,15.7544,1.85,4.7425,67.48,0.0247,20.284,0.095,0.0693,FCC
3,12.0395,1.85,4.71,67.395,0.0241,20.216,0.0937,0.0692,FCC
1,169.6405,1.8,4.67,65.07,0.0324,20.133,0.1169,0.0808,FCC
1,446.3048,1.8,4.7225,65.33,0.0308,20.367,0.1133,0.0776,FCC
2,10.2616,1.8,4.7825,65.855,0.0254,20.8395,0.0991,0.0679,FCC
2,8.5323,1.8,4.75,65.77,0.0258,20.763,0.0994,0.069,FCC
4,7.0885,1.8,4.7175,65.685,0.0257,20.6865,0.0992,0.0694,FCC
4,5.8266,1.8,4.685,65.6,0.0252,20.61,0.0983,0.0694,FCC
4,5.3147,1.75,4.725,63.975,0.0267,20.815,0.103,0.0691,FCC
4,4.4758,1.75,4.6925,63.89,0.0267,20.73,0.103,0.0696,FCC
2,21.0265,1.85,4.8,71.01,0.0275,20.737,0.1052,0.0749,FCC
4,27.7306,1.85,4.7675,70.925,0.0269,20.6775,0.1039,0.0751,FCC
2,42.607,1.85,4.735,70.84,0.0258,20.618,0.1019,0.0747,FCC
3,108.5247,1.85,4.7025,70.755,0.0243,20.5585,0.0992,0.0738,FCC
3,40.2066,1.8,4.775,69.215,0.0284,21.672,0.1091,0.075,FCC
4,24.246,1.8,4.7425,69.13,0.0279,21.604,0.1082,0.0752,FCC
4,16.5924,1.8,4.71,69.045,0.0269,21.536,0.1066,0.0749,FCC
3,11.961,1.8,4.6775,68.96,0.0255,21.468,0.1043,0.074,FCC
3,6.9089,1.75,4.685,67.25,0.028,22.095,0.1109,0.075,FCC
3,39.1796,1.8,4.7025,72.405,0.0269,21.7135,0.1102,0.0787,FCC
2,114.614,1.8,4.67,72.32,0.0245,21.654,0.1065,0.077,FCC
4,15.4166,1.75,4.6775,70.61,0.0281,22.788,0.1152,0.0789,FCC
4,25.6201,1.9,4.8575,67.39,0.0224,20.902,0.0902,0.0659,FCC
3,33.1416,1.9,4.825,67.305,0.023,20.834,0.0901,0.0674,FCC
4,49.0917,1.9,4.7925,67.22,0.0231,20.766,0.0894,0.0684,FCC
2,108.5291,1.9,4.76,67.135,0.0227,20.698,0.088,0.0688,FCC
2,257.8618,1.9,4.7275,67.05,0.0218,20.63,0.0859,0.0687,FCC
2,36.1553,1.85,4.8325,65.595,0.0231,21.2955,0.0939,0.066,FCC
3,24.5784,1.85,4.8,65.51,0.0238,21.219,0.0942,0.0676,FCC
1,17.9187,1.85,4.7675,65.425,0.0239,21.1425,0.0939,0.0685,FCC
1,13.5267,1.85,4.735,65.34,0.0237,21.066,0.0929,0.069,FCC
1,10.3249,1.85,4.7025,65.255,0.0229,20.9895,0.0913,0.0688,FCC
4,11.1979,1.8,4.8075,63.8,0.0237,21.33,0.0973,0.0662,FCC
4,9.2856,1.8,4.775,63.715,0.0245,21.245,0.0979,0.0677,FCC
3,7.6988,1.8,4.7425,63.63,0.0248,21.16,0.0979,0.0687,FCC
1,6.3206,1.8,4.71,63.545,0.0246,21.075,0.0974,0.0691,FCC
3,5.702,1.75,4.75,61.92,0.0253,20.912,0.1014,0.0678,FCC
1,4.8026,1.75,4.7175,61.835,0.0257,20.8185,0.1017,0.0688,FCC
4,4.0153,1.7,4.725,60.125,0.0261,20.22,0.1045,0.0679,FCC
2,24.139,1.85,4.7925,68.87,0.0265,22.086,0.1033,0.0746,FCC
4,33.8896,1.85,4.76,68.785,0.0258,22.018,0.1016,0.0747,FCC
4,61.6899,1.85,4.7275,68.7,0.0246,21.95,0.0992,0.0743,FCC
1,1436.1467,1.85,4.695,68.615,0.023,21.882,0.096,0.0734,FCC
4,30.1662,1.8,4.7675,67.075,0.0274,22.6275,0.1074,0.0747,FCC
1,19.6156,1.8,4.735,66.99,0.0268,22.551,0.1061,0.0749,FCC
2,13.7643,1.8,4.7025,66.905,0.0257,22.4745,0.1041,0.0745,FCC
3,11.9573,1.75,4.775,65.365,0.0283,22.895,0.1116,0.0742,FCC
4,7.5866,1.75,4.71,65.195,0.0278,22.725,0.1103,0.075,FCC
3,6.676,1.7,4.75,63.57,0.0291,22.727,0.1149,0.0744,FCC
2,56.5671,1.8,4.695,70.265,0.0255,23.202,0.1071,0.0783,FCC
1,29.6379,1.9,4.85,65.25,0.0217,21.675,0.0887,0.0657,FCC
1,40.8643,1.9,4.8175,65.165,0.0221,21.5985,0.0883,0.0672,FCC
1,71.1415,1.9,4.785,65.08,0.0221,21.522,0.0872,0.0681,FCC
1,511.7452,1.9,4.7525,64.995,0.0216,21.4455,0.0854,0.0685,FCC
4,78.3085,1.9,4.72,64.91,0.0206,21.369,0.0828,0.0683,FCC
4,558.9651,1.85,4.9225,63.71,0.0215,21.93,0.0891,0.0578,FCC
3,84.5613,1.85,4.89,63.625,0.0216,21.845,0.0909,0.0611,FCC
1,44.0086,1.85,4.8575,63.54,0.0213,21.76,0.092,0.0638,FCC
3,28.5961,1.85,4.825,63.455,0.0223,21.675,0.0926,0.0658,FCC
1,20.3593,1.85,4.7925,63.37,0.0229,21.59,0.0926,0.0673,FCC
1,15.1505,1.85,4.76,63.285,0.023,21.505,0.0919,0.0682,FCC
4,11.4583,1.85,4.7275,63.2,0.0226,21.42,0.0906,0.0686,FCC
3,14.7296,1.8,4.865,61.83,0.0229,21.503,0.094,0.0612,FCC
2,10.0354,1.8,4.8,61.66,0.023,21.316,0.0963,0.0659,FCC
4,8.3058,1.8,4.7675,61.575,0.0237,21.2225,0.0966,0.0674,FCC
3,6.8097,1.8,4.735,61.49,0.0239,21.129,0.0963,0.0684,FCC
4,6.0696,1.75,4.775,59.865,0.0237,20.598,0.0996,0.066,FCC
4,5.1143,1.75,4.7425,59.78,0.0245,20.496,0.1002,0.0676,FCC
4,14.5194,1.85,4.8825,66.985,0.0251,23.2365,0.1035,0.0711,FCC
3,17.2895,1.85,4.85,66.9,0.0257,23.16,0.1033,0.0727,FCC
3,21.3241,1.85,4.8175,66.815,0.0259,23.0835,0.1025,0.0737,FCC
1,28.2272,1.85,4.785,66.73,0.0256,23.007,0.1011,0.0743,FCC
2,43.7204,1.85,4.7525,66.645,0.0248,22.9305,0.099,0.0744,FCC
4,117.9364,1.85,4.72,66.56,0.0234,22.854,0.0962,0.0739,FCC
4,364.0647,1.8,4.8575,65.19,0.0256,23.41,0.1069,0.0712,FCC
2,23.4874,1.8,4.76,64.935,0.0265,23.155,0.1055,0.0745,FCC
1,15.9024,1.8,4.7275,64.85,0.0258,23.07,0.1038,0.0745,FCC
4,8.2943,1.75,4.735,63.14,0.0273,22.944,0.1095,0.0746,FCC
4,4.8012,1.65,4.75,59.72,0.0284,21.666,0.1164,0.0731,FCC
1,39.5493,1.7,4.578,64.395,0.0434,23.705,0.1932,0.1679,BCC+FCC
1,10.0921,1.7,4.653,58.23,0.0453,22.889,0.1941,0.1723,BCC+FCC
1,4.1113,1.5,4.4765,65.28,0.05,21.07,0.1798,0.1332,BCC+FCC
1,2.9867,1.5,4.5365,65.805,0.0463,21.595,0.1713,0.1296,BCC+FCC
1,15.3862,1.6,4.563,62.205,0.0469,23.2655,0.1927,0.1643,BCC+FCC
1,5.2411,1.8,4.577,60.895,0.0427,23.555,0.1949,0.1869,BCC+FCC
1,19.2156,1.6,4.5955,56.79,0.0472,19.897,0.188,0.1642,BCC+FCC
1,16.8204,1.55,4.603,55.08,0.0489,18.452,0.1899,0.1649,BCC+FCC
1,18.4274,1.6,4.608,60.325,0.0463,23.19,0.1902,0.1644,BCC+FCC
1,3.6483,1.7,4.542,70.74,0.0448,28.712,0.1929,0.1844,BCC+FCC
1,2.1559,1.9,4.5785,59.35,0.0472,25.1,0.2028,0.2087,BCC+FCC
1,4.9395,1.75,4.602,60.49,0.0467,25.159,0.2009,0.19,BCC+FCC
1,18.9928,1.5,4.648,54.85,0.0502,19.575,0.1943,0.1663,BCC+FCC
1,2.7507,1.85,4.612,61.855,0.0432,25.895,0.1865,0.1872,BCC+FCC
1,30.8176,1.65,4.6505,57.925,0.0447,22.7525,0.186,0.1648,BCC+FCC
1,104.9507,1.55,4.6655,54.505,0.0486,19.7475,0.1917,0.1661,BCC+FCC
1,1.9582,1.9,4.6285,55.24,0.0488,23.958,0.2056,0.213,BCC+FCC
1,2.6604,1.85,4.617,59.625,0.0444,25.5875,0.1887,0.1896,BCC+FCC
1,12.0088,1.65,4.6555,55.695,0.0468,21.383,0.188,0.1664,BCC+FCC
1,8.8727,1.65,4.648,59.055,0.0475,24.9115,0.1904,0.1676,BCC+FCC
1,6.5703,1.65,4.6405,62.415,0.048,27.768,0.1904,0.1681,BCC+FCC
1,3.2719,1.8,4.657,52.5,0.0469,20,0.1984,0.193,BCC+FCC
1,3.3814,1.8,4.677,52.675,0.0452,20.245,0.1966,0.1922,BCC+FCC
1,3.8836,1.75,4.6845,50.965,0.0474,18.2175,0.2012,0.1932,BCC+FCC
1,3.4745,1.75,4.677,54.325,0.049,22.555,0.2025,0.1939,BCC+FCC
1,3.9486,1.7,4.6845,52.615,0.0512,20.6925,0.2074,0.1951,BCC+FCC
1,5.3921,1.65,4.6655,60.36,0.0491,27.298,0.191,0.1693,BCC+FCC
3,2.3656,1.6,4.464,60.44,0.0979,31.242,0.4899,0.2756,IM
2,2.3476,1.6,4.478,63.5,0.0852,34.2,0.4437,0.2975,IM
3,2.3979,1.85,4.495,63.955,0.1189,32.436,0.5479,0.3375,IM
4,2.5901,1.7,4.5,61.77,0.1092,31.261,0.5158,0.3046,IM
3,2.41,1.7,4.4925,65.13,0.1053,33.846,0.5129,0.3129,IM
4,2.152,1.75,4.5175,61.425,0.1078,31.5025,0.5117,0.305,IM
2,2.1955,1.7,4.5175,63.075,0.1061,33.6475,0.5139,0.3088,IM
2,2.5373,1.85,4.575,62.455,0.1103,31.7315,0.4972,0.3376,IM
2,2.4024,1.75,4.5725,61.98,0.0974,31.114,0.4598,0.3039,IM
2,1.564,1.75,4.5075,57.96,0.0992,33.928,0.4578,0.3295,IM
4,1.6468,1.7,4.515,56.25,0.1017,32.6,0.4647,0.3276,IM
2,1.6065,1.7,4.5075,59.61,0.0972,36.073,0.4587,0.332,IM
2,1.6221,1.8,4.555,57.35,0.0947,31.055,0.4224,0.3188,IM
3,41.182,1.75,4.7025,57.98,0.0372,19.764,0.1844,0.0876,FCC
3,17.2885,1.75,4.6425,63.495,0.0325,20.955,0.1714,0.068,FCC
4,8.3677,1.85,4.6325,64.685,0.0289,21.0965,0.162,0.069,FCC
2,36.8335,1.8,4.66,63.15,0.0299,21.3,0.1664,0.0674,FCC
2,24.4185,1.75,4.6675,61.44,0.0333,21.004,0.1713,0.0679,FCC
1,24.4053,1.8,4.685,61.095,0.031,21.3145,0.1664,0.0674,FCC
4,12.8399,1.9,4.4825,68.36,0.0278,17.932,0.1158,0.0915,FCC
4,5.1106,1.75,4.625,64.28,0.0307,20.17,0.1274,0.0903,FCC
4,8.4341,1.75,4.6175,67.64,0.0299,21.496,0.131,0.0924,FCC
4,8.3559,1.8,4.6425,63.935,0.0282,20.515,0.1214,0.0898,FCC
4,5.7305,1.75,4.65,62.225,0.0308,20.2975,0.127,0.0909,FCC
4,4.5624,1.7,4.6575,60.515,0.0327,19.738,0.1311,0.0916,FCC
3,27.5433,1.8,4.635,67.295,0.0271,21.8755,0.1237,0.0918,FCC
4,16.4119,1.75,4.6275,72.305,0.0312,23.884,0.1296,0.0957,FCC
4,54.4679,1.85,4.64,63.415,0.0269,20.685,0.1175,0.0911,FCC
4,26.424,1.85,4.66,63.59,0.0256,20.86,0.1145,0.0892,FCC
2,9.7107,1.8,4.6675,61.88,0.0285,20.608,0.1212,0.0904,FCC
2,6.4171,1.75,4.675,60.17,0.0306,20.014,0.1263,0.0912,FCC
2,17.9881,1.85,4.6525,66.95,0.0244,22.255,0.1152,0.0912,FCC
4,18.0923,1.9,4.6775,63.245,0.0231,21.205,0.1063,0.0887,FCC
4,40.6779,1.85,4.685,61.535,0.0262,20.9185,0.1146,0.09,FCC
3,11.3922,1.8,4.6925,59.825,0.0285,20.29,0.1209,0.0907,FCC
4,7.1902,1.75,4.7,58.115,0.0302,19.3195,0.1256,0.091,FCC
4,5.5274,1.7,4.7075,56.405,0.0311,18.007,0.1291,0.0909,FCC
1,3.1239,1.7,4.7455,66.88,0.0508,21.154,0.1881,0.1668,BCC+FCC
1,92.6938,1.5,4.6265,65.795,0.0507,21.585,0.1757,0.1347,BCC+FCC
1,4.2369,1.65,4.713,62.945,0.0508,21.825,0.1894,0.1667,BCC+FCC
1,5.2931,1.6,4.688,61.15,0.0515,21.415,0.1909,0.1668,BCC+FCC
1,3.2165,1.7,4.783,68.36,0.0516,23.028,0.1913,0.1679,BCC+FCC
1,2.8655,1.7,4.772,53.705,0.0525,20.307,0.2072,0.1948,BCC+FCC
1,22.078,1.5,4.7055,52.88,0.049,17.868,0.1927,0.1662,BCC+FCC
1,1.8629,1.85,4.8395,56.95,0.0502,23.61,0.2004,0.1945,BCC+FCC
1,2.2872,1.8,4.762,54.895,0.0521,21.9035,0.2043,0.1954,BCC+FCC
1,2.1735,1.8,4.8145,55.155,0.0508,22.2415,0.2025,0.1946,BCC+FCC
1,2.5289,1.75,4.7895,53.36,0.0513,20.514,0.2046,0.1946,BCC+FCC
1,4.3472,1.7,4.7455,57.66,0.048,23.098,0.1871,0.1671,BCC+FCC
1,1.9783,1.85,4.7795,54.55,0.0507,22.145,0.2006,0.1952,BCC+FCC
1,2.7048,1.75,4.7295,50.96,0.0521,18.21,0.2055,0.1953,BCC+FCC
1,3.1856,1.75,4.703,60.415,0.0484,26.058,0.186,0.1692,BCC+FCC
4,1.5523,1.7,4.61,56.945,0.0831,30.8985,0.3788,0.3187,IM
3,1.8971,1.7,4.59,59.885,0.1129,30.759,0.5196,0.2914,IM
3,1.6563,1.75,4.6075,59.54,0.1116,30.966,0.5165,0.2918,IM
3,2.9305,1.8,4.6975,68.605,0.111,38.6165,0.494,0.3605,IM
3,1.6988,1.6,4.6,65.79,0.1016,35.569,0.4441,0.3197,IM
3,1.2659,1.7,4.5725,65.28,0.0969,39.158,0.4632,0.3327,IM
2,4.0169,1.8,4.93,62.425,0.0391,21.8275,0.1848,0.0797,FCC
4,3.0841,1.85,4.9475,62.08,0.0384,22.138,0.1825,0.0795,FCC
2,1.6096,1.7,4.4675,63.09,0.1188,30.929,0.6135,0.2966,IM
2,1.2541,1.75,4.5925,59.655,0.1027,30.8905,0.4808,0.3248,IM
2,1.5336,1.7,4.57,63.695,0.101,30.925,0.49,0.3607,IM
2,1.5191,1.7,4.5625,61.555,0.1002,30.9005,0.4873,0.3609,IM
2,2.3715,1.6,4.4685,62.42,0.0872,39.216,0.4978,0.3341,IM
3,1.801,1.7,4.545,55.17,0.0918,33.345,0.4845,0.331,IM
3,2.3034,1.6,4.567,64.75,0.0941,39.425,0.486,0.2819,IM
2,1.6285,1.7,4.4705,55.15,0.1073,31.515,0.5733,0.2893,IM
2,2.7778,1.7,4.615,66.73,0.1207,39.922,0.5625,0.3066,IM
3,2.3625,1.6,4.5175,63.36,0.1152,34.018,0.5773,0.2478,IM
2,1.8071,1.7,4.5175,60.285,0.1173,30.7105,0.5962,0.2738,IM
2,1.888,1.7,4.5775,61.3,0.1162,30.92,0.5666,0.2626,IM
2,2.9766,1.55,4.465,60.33,0.1138,31.556,0.5699,0.3537,IM
2,2.4554,1.65,4.4675,61.535,0.1074,32.2685,0.6092,0.3668,IM
2,2.2111,1.6,4.4775,57.97,0.111,33.251,0.5679,0.321,IM
3,2.4505,1.6,4.4825,59.985,0.1115,31.832,0.5629,0.354,IM
2,2.4637,1.55,4.495,62.255,0.1054,34.556,0.5198,0.3238,IM
2,1.7912,1.7,4.475,58.715,0.1034,33.768,0.5859,0.3563,IM
3,1.9797,1.7,4.485,61.19,0.1046,32.579,0.5986,0.3672,IM
2,2.0363,1.65,4.5,59.64,0.1092,32.108,0.5553,0.3542,IM
3,2.4658,1.6,4.5275,64.845,0.107,33.8295,0.5419,0.341,IM
2,1.5563,1.7,4.5125,57.28,0.1059,33.734,0.5506,0.3214,IM
2,2.4167,1.6,4.475,61.955,0.0957,32.447,0.503,0.2663,IM
3,2.2888,1.6,4.515,61.94,0.1035,33.376,0.5189,0.2414,IM
3,1.8723,1.6,4.4775,55.055,0.1131,31.5625,0.5498,0.2406,IM
3,1.9497,1.6,4.47,55.54,0.1155,31.32,0.5672,0.2447,IM
2,1.9983,1.6,4.4625,56.025,0.1179,31.0775,0.5845,0.2428,IM
2,1.8419,1.6,4.47,58.415,0.1072,35.491,0.5416,0.2468,IM
3,1.7421,1.6,4.4725,54.595,0.1096,30.8725,0.5316,0.2461,IM
2,1.813,1.6,4.465,55.08,0.1123,30.63,0.5489,0.2524,IM
3,2.3265,1.6,4.51,58.08,0.1193,31.068,0.604,0.3326,IM
3,2.3246,1.6,4.565,58.635,0.1167,30.846,0.5563,0.3361,IM
3,2.0512,1.7,4.58,58.01,0.1193,31.096,0.5558,0.3305,IM
3,2.4862,1.65,4.61,62.27,0.1089,34.615,0.5066,0.3421,IM
3,1.8966,1.55,4.4625,59.275,0.0995,37.385,0.5034,0.3333,IM
2,2.8043,1.75,4.6125,61.71,0.1204,31.094,0.5463,0.3458,IM
2,2.4225,1.7,4.4625,60.39,0.0985,31.305,0.5267,0.3454,IM
3,2.7473,1.7,4.4825,61.42,0.0896,30.79,0.4805,0.3571,IM
2,2.2316,1.7,4.51,64.305,0.0878,34.367,0.4706,0.3506,IM
3,1.7655,1.6,4.4675,55.635,0.1098,33.6825,0.5228,0.3433,IM
2,1.6567,1.65,4.47,59.135,0.1055,37.469,0.527,0.3509,IM
3,1.6178,1.7,4.48,56.4,0.1141,33.3,0.5635,0.3353,IM
3,1.6494,1.7,4.4725,56.885,0.1168,33.0575,0.5808,0.3253,IM
2,1.4864,1.7,4.48,59.275,0.1063,37.385,0.5375,0.3487,IM
4,1.5375,1.7,4.4725,59.76,0.109,37.094,0.5553,0.3426,IM
3,2.2603,1.7,4.575,57.105,0.1179,31.458,0.5269,0.3559,IM
4,2.3377,1.7,4.5675,57.59,0.1208,31.264,0.5434,0.3403,IM
3,2.5298,1.55,4.4625,62.79,0.1062,32.288,0.5367,0.3289,IM
2,1.6638,1.6,4.4925,55.64,0.1013,30.776,0.4901,0.2882,IM
4,1.8739,1.6,4.4625,60.455,0.1055,33.2915,0.5361,0.302,IM
