Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
3,94.0578,1.75,4.7725,65.355,0.0377,20.295,0.1481,0.1077,FCC
3,11.2585,1.75,4.7825,66.935,0.0319,20.1715,0.1258,0.0891,FCC
2,8.949,1.75,4.75,66.85,0.0323,20.095,0.1265,0.0896,FCC
2,12.6499,1.7,4.855,65.395,0.0309,20.595,0.1231,0.0851,FCC
3,8.0873,1.7,4.79,65.225,0.0325,20.425,0.1269,0.0882,FCC
3,9.8695,1.7,4.715,63.475,0.0386,20.0325,0.1507,0.1078,FCC
3,6.691,1.7,4.7575,65.14,0.0327,20.34,0.1282,0.0892,FCC
4,9.8745,1.65,4.8625,63.685,0.0301,20.5235,0.1221,0.0829,FCC
4,3.6027,1.6,4.7075,61.55,0.0351,19.6,0.1325,0.0894,FCC
4,7.5759,1.85,4.8575,73.97,0.0333,18.502,0.1292,0.0938,FCC
4,12.2091,1.85,4.7275,73.63,0.0297,18.298,0.1245,0.0923,FCC
2,13.6159,1.8,4.865,72.26,0.0336,19.972,0.1319,0.0932,FCC
2,17.1337,1.8,4.8325,72.175,0.0341,19.9125,0.1321,0.0939,FCC
3,23.0843,1.8,4.8,72.09,0.034,19.853,0.132,0.0941,FCC
3,36.0395,1.8,4.7675,72.005,0.0335,19.7935,0.1313,0.094,FCC
4,93.6597,1.75,4.84,70.465,0.0343,21.032,0.1343,0.0933,FCC
3,144.583,1.75,4.8075,70.38,0.0348,20.964,0.1348,0.094,FCC
3,22.1319,1.75,4.7425,70.21,0.0345,20.828,0.1345,0.0941,FCC
3,14.8606,1.75,4.71,70.125,0.0336,20.76,0.1337,0.0936,FCC
3,36.9204,1.7,4.8475,68.755,0.0341,21.8095,0.1356,0.0923,FCC
4,14.6913,1.7,4.7825,68.585,0.0356,21.6565,0.1374,0.0941,FCC
3,11.009,1.7,4.75,68.5,0.0358,21.58,0.1377,0.0944,FCC
3,17.5968,1.65,4.855,67.045,0.0343,22.245,0.1359,0.0909,FCC
4,12.6681,1.65,4.8225,66.96,0.0351,22.16,0.1375,0.0924,FCC
2,9.7729,1.65,4.79,66.875,0.0356,22.075,0.1388,0.0935,FCC
2,7.8272,1.65,4.7575,66.79,0.0364,21.99,0.1397,0.0942,FCC
4,6.3999,1.65,4.725,66.705,0.0367,21.905,0.1402,0.0945,FCC
2,7.7382,1.6,4.7975,65.165,0.0361,22.1515,0.1394,0.0925,FCC
4,6.366,1.6,4.765,65.08,0.0365,22.058,0.1408,0.0936,FCC
4,4.4487,1.6,4.7,64.91,0.0376,21.871,0.1426,0.0946,FCC
4,3.7069,1.6,4.6675,64.825,0.0375,21.7775,0.143,0.0945,FCC
4,6.6028,1.8,4.8575,75.62,0.037,19.492,0.1397,0.0984,FCC
4,8.207,1.8,4.7925,75.45,0.0357,19.39,0.1378,0.0981,FCC
2,16.7343,1.75,4.8,73.74,0.0375,21.008,0.1421,0.0986,FCC
3,39.3407,1.75,4.735,73.57,0.0353,20.889,0.1397,0.0975,FCC
2,19.8973,1.7,4.8725,72.2,0.0376,22.42,0.1446,0.0973,FCC
3,33.4682,1.7,4.84,72.115,0.0383,22.352,0.1451,0.0982,FCC
4,95.106,1.7,4.8075,72.03,0.0386,22.284,0.1453,0.0986,FCC
3,33.8941,1.7,4.7425,71.86,0.0377,22.148,0.1443,0.0984,FCC
3,19.3097,1.7,4.71,71.775,0.0364,22.08,0.1432,0.0976,FCC
4,34.1435,1.65,4.815,70.32,0.039,23.218,0.1475,0.0983,FCC
4,10.0106,1.65,4.7175,70.065,0.0387,22.9885,0.1473,0.0985,FCC
3,7.7613,1.65,4.685,69.98,0.0376,22.912,0.1465,0.0978,FCC
3,16.2148,1.6,4.8225,68.61,0.0387,23.81,0.1487,0.0975,FCC
2,11.662,1.6,4.79,68.525,0.0397,23.725,0.1496,0.0984,FCC
3,7.0643,1.55,4.765,66.73,0.0403,23.873,0.1517,0.0985,FCC
4,4.9022,1.9,4.8725,68.685,0.0345,20.038,0.1394,0.1068,FCC
2,5.3485,1.9,4.84,68.6,0.0346,19.97,0.1391,0.1071,FCC
1,9.486,1.9,4.85,70.18,0.0287,19.206,0.1164,0.0885,FCC
3,10.5174,1.9,4.8175,70.095,0.0287,19.1465,0.1161,0.089,FCC
4,6.717,1.85,4.88,66.975,0.0345,20.6375,0.1418,0.1062,FCC
3,17.2987,1.85,4.89,68.555,0.0279,20.194,0.1182,0.0865,FCC
3,9.0604,1.85,4.815,66.805,0.0354,20.4845,0.142,0.1072,FCC
4,22.3093,1.85,4.8575,68.47,0.0289,20.126,0.1191,0.0878,FCC
2,31.6383,1.85,4.825,68.385,0.0295,20.058,0.1195,0.0886,FCC
4,56.6177,1.85,4.7925,68.3,0.0296,19.99,0.1194,0.0891,FCC
3,399.089,1.85,4.76,68.215,0.0292,19.922,0.1189,0.0892,FCC
4,11.7578,1.8,4.855,65.18,0.0351,20.81,0.144,0.1063,FCC
1,75.6764,1.8,4.8975,66.845,0.0286,20.7805,0.1191,0.0848,FCC
3,464.6947,1.8,4.865,66.76,0.029,20.704,0.1206,0.0865,FCC
2,23.4386,1.8,4.79,65.01,0.0361,20.64,0.1447,0.1073,FCC
4,55.6676,1.8,4.8325,66.675,0.0295,20.6275,0.1217,0.0879,FCC
4,28.714,1.8,4.8,66.59,0.0303,20.551,0.1224,0.0888,FCC
4,13.463,1.8,4.735,66.42,0.0302,20.398,0.1223,0.0893,FCC
4,25.6758,1.75,4.8725,65.05,0.0295,20.94,0.1212,0.0849,FCC
4,17.4994,1.75,4.84,64.965,0.0301,20.855,0.1229,0.0866,FCC
3,13.0464,1.75,4.8075,64.88,0.0302,20.77,0.1242,0.0879,FCC
4,10.1888,1.75,4.775,64.795,0.031,20.685,0.1251,0.0889,FCC
3,8.1609,1.75,4.7425,64.71,0.0314,20.6,0.1255,0.0894,FCC
4,14.8179,1.7,4.88,63.34,0.0294,20.834,0.1208,0.0828,FCC
3,7.4702,1.7,4.7825,63.085,0.0315,20.5535,0.1265,0.088,FCC
4,8.6703,1.7,4.7075,61.335,0.0377,19.772,0.1498,0.1076,FCC
2,6.197,1.7,4.75,63,0.0318,20.46,0.1276,0.089,FCC
4,5.1611,1.7,4.7175,62.915,0.0323,20.3665,0.1283,0.0895,FCC
4,4.3916,1.65,4.725,61.205,0.0326,19.876,0.1299,0.0891,FCC
4,3.3069,1.6,4.7,59.41,0.0338,18.933,0.1321,0.0892,FCC
4,9.602,1.8,4.7825,68.37,0.0385,21.893,0.1508,0.111,FCC
4,19.7829,1.8,4.825,70.035,0.0332,21.378,0.131,0.0936,FCC
4,28.1779,1.8,4.7925,69.95,0.0331,21.31,0.1306,0.0939,FCC
4,50.8005,1.8,4.76,69.865,0.0324,21.242,0.1297,0.0937,FCC
2,26.2795,1.75,4.8975,68.495,0.0317,22.2655,0.1318,0.0906,FCC
3,375.5289,1.75,4.8325,68.325,0.0336,22.1125,0.1336,0.0931,FCC
3,29.4198,1.75,4.7675,68.155,0.034,21.9595,0.1337,0.094,FCC
3,18.2618,1.75,4.735,68.07,0.0334,21.883,0.1331,0.0939,FCC
2,62.7995,1.7,4.8725,66.7,0.0327,22.59,0.1338,0.0907,FCC
2,28.084,1.7,4.84,66.615,0.0332,22.505,0.1351,0.0921,FCC
2,17.906,1.7,4.8075,66.53,0.0342,22.42,0.136,0.0932,FCC
3,12.9039,1.7,4.775,66.445,0.0348,22.335,0.1365,0.0939,FCC
2,9.8567,1.7,4.7425,66.36,0.0348,22.25,0.1366,0.0941,FCC
4,7.7513,1.7,4.71,66.275,0.0344,22.165,0.1362,0.094,FCC
4,11.292,1.65,4.815,64.82,0.0341,22.462,0.1372,0.0922,FCC
2,8.8742,1.65,4.7825,64.735,0.0349,22.3685,0.1383,0.0933,FCC
4,7.1676,1.65,4.75,64.65,0.0356,22.275,0.139,0.094,FCC
2,5.8655,1.65,4.7175,64.565,0.0357,22.1815,0.1393,0.0942,FCC
2,7.022,1.8,4.85,73.48,0.0362,21.516,0.1384,0.0982,FCC
3,7.8329,1.8,4.8175,73.395,0.0356,21.4565,0.1374,0.0982,FCC
3,8.79,1.8,4.785,73.31,0.0346,21.397,0.1359,0.0978,FCC
3,9.9896,1.8,4.7525,73.225,0.033,21.3375,0.1338,0.097,FCC
1,9.5213,1.75,4.89,71.855,0.0364,22.834,0.1416,0.0971,FCC
4,11.6804,1.75,4.8575,71.77,0.0369,22.766,0.1417,0.0979,FCC
3,28.8881,1.75,4.76,71.515,0.0356,22.562,0.1395,0.0979,FCC
3,55.7743,1.7,4.7675,69.805,0.0374,23.4445,0.1437,0.0984,FCC
4,25.553,1.7,4.735,69.72,0.0366,23.368,0.1428,0.0981,FCC
2,8.8957,1.65,4.71,67.925,0.0376,23.815,0.146,0.0982,FCC
4,8.879,1.75,4.7525,74.875,0.0359,22.4925,0.1424,0.1007,FCC
4,4.667,1.9,4.8975,66.63,0.0334,21.017,0.1384,0.1059,FCC
2,5.1238,1.9,4.865,66.545,0.0338,20.9405,0.1383,0.1066,FCC
2,8.3469,1.9,4.9075,68.21,0.0266,20.608,0.1147,0.0862,FCC
3,9.172,1.9,4.875,68.125,0.0275,20.54,0.1151,0.0875,FCC
3,6.0925,1.9,4.8,66.375,0.0332,20.7875,0.1368,0.1069,FCC
3,11.2993,1.9,4.81,67.955,0.0278,20.404,0.1145,0.0888,FCC
3,12.8383,1.9,4.7775,67.87,0.0272,20.336,0.1133,0.0888,FCC
2,6.1348,1.85,4.905,64.92,0.0329,21.24,0.1404,0.105,FCC
2,7.1473,1.85,4.8725,64.835,0.0339,21.155,0.141,0.106,FCC
4,15.592,1.85,4.915,66.5,0.0266,21.16,0.1164,0.0846,FCC
1,8.3095,1.85,4.84,64.75,0.0345,21.07,0.1411,0.1067,FCC
2,19.6464,1.85,4.8825,66.415,0.0272,21.0835,0.1175,0.0863,FCC
4,26.3855,1.85,4.85,66.33,0.0282,21.007,0.1182,0.0876,FCC
3,11.8001,1.85,4.775,64.58,0.0341,20.9,0.1401,0.107,FCC
4,14.9361,1.85,4.7425,64.495,0.0331,20.815,0.1389,0.1066,FCC
3,46.4995,1.8,4.9225,64.79,0.0271,21.37,0.117,0.0825,FCC
2,169.9409,1.8,4.89,64.705,0.0278,21.285,0.1188,0.0847,FCC
2,18.2854,1.8,4.815,62.955,0.0351,20.8405,0.1437,0.1068,FCC
2,104.1593,1.8,4.8575,64.62,0.0279,21.2,0.1201,0.0864,FCC
4,29.6393,1.8,4.7825,62.87,0.0353,20.747,0.1436,0.1071,FCC
3,38.7759,1.8,4.825,64.535,0.0288,21.115,0.121,0.0877,FCC
3,82.2988,1.8,4.75,62.785,0.035,20.6535,0.1432,0.1071,FCC
3,23.0757,1.8,4.7925,64.45,0.0294,21.03,0.1214,0.0885,FCC
4,154.5305,1.75,4.79,61.16,0.0358,20.252,0.1461,0.1069,FCC
3,15.1891,1.75,4.8325,62.825,0.0291,20.9575,0.1225,0.0865,FCC
2,31.6946,1.75,4.7575,61.075,0.0361,20.15,0.1463,0.1072,FCC
1,11.5993,1.75,4.8,62.74,0.0295,20.864,0.1236,0.0878,FCC
3,17.004,1.75,4.725,60.99,0.0358,20.048,0.1461,0.1072,FCC
4,9.1617,1.75,4.7675,62.655,0.0302,20.7705,0.1242,0.0886,FCC
3,10.3026,1.7,4.7325,59.28,0.0369,19.194,0.1488,0.1073,FCC
4,6.8366,1.7,4.775,60.945,0.0302,20.254,0.126,0.0878,FCC
3,7.5191,1.7,4.7,59.195,0.0367,19.0835,0.1488,0.1073,FCC
4,5.6626,1.7,4.7425,60.86,0.031,20.152,0.1269,0.0887,FCC
2,4.666,1.7,4.71,60.775,0.0313,20.05,0.1273,0.0892,FCC
3,3.9882,1.65,4.7175,59.065,0.0318,19.1745,0.1294,0.0889,FCC
4,3.5791,1.6,4.725,57.355,0.0328,17.957,0.1304,0.088,FCC
4,4.2385,1.85,4.8975,68.28,0.0377,22.502,0.1485,0.1103,FCC
1,6.9699,1.85,4.9075,69.86,0.0309,21.928,0.127,0.0917,FCC
4,7.7335,1.85,4.875,69.775,0.0315,21.86,0.127,0.0927,FCC
4,8.5727,1.85,4.8425,69.69,0.0316,21.792,0.1266,0.0933,FCC
2,11.0683,1.8,4.915,68.15,0.0303,22.645,0.129,0.0904,FCC
3,13.6204,1.8,4.8825,68.065,0.0315,22.5685,0.1297,0.0918,FCC
2,8.679,1.8,4.8075,66.315,0.0383,22.635,0.1503,0.111,FCC
4,17.1998,1.8,4.85,67.98,0.0322,22.492,0.13,0.0928,FCC
2,23.1339,1.8,4.8175,67.895,0.0324,22.4155,0.1298,0.0934,FCC
3,12.928,1.8,4.7425,66.145,0.0363,22.465,0.1478,0.1102,FCC
4,33.3445,1.75,4.89,66.355,0.0307,22.935,0.1313,0.0905,FCC
4,82.3139,1.75,4.8575,66.27,0.032,22.85,0.1322,0.0919,FCC
4,185.4115,1.75,4.825,66.185,0.0329,22.765,0.1327,0.0929,FCC
2,42.3076,1.75,4.7925,66.1,0.0332,22.68,0.1328,0.0935,FCC
2,23.0394,1.75,4.76,66.015,0.033,22.595,0.1324,0.0938,FCC
4,15.2158,1.75,4.7275,65.93,0.0323,22.51,0.1315,0.0936,FCC
4,15.277,1.7,4.8,64.39,0.0335,22.679,0.1353,0.093,FCC
2,11.3296,1.7,4.7675,64.305,0.034,22.5855,0.1356,0.0936,FCC
3,8.7532,1.7,4.735,64.22,0.0339,22.492,0.1354,0.0939,FCC
4,5.8673,1.8,4.9075,71.51,0.0353,23.248,0.138,0.0968,FCC
1,6.6259,1.8,4.875,71.425,0.0356,23.18,0.1376,0.0976,FCC
1,7.4107,1.8,4.8425,71.34,0.0354,23.112,0.1369,0.0979,FCC
4,8.2929,1.8,4.81,71.255,0.0347,23.044,0.1356,0.0979,FCC
4,12.8597,1.75,4.85,69.63,0.0362,23.977,0.1406,0.0977,FCC
3,22.8266,1.75,4.785,69.46,0.0356,23.824,0.1391,0.098,FCC
4,37.679,1.75,4.7525,69.375,0.0345,23.7475,0.1376,0.0976,FCC
3,20.0551,1.7,4.7275,67.58,0.0355,24.16,0.1411,0.0978,FCC
4,9.4507,1.75,4.745,72.735,0.0347,24.228,0.1399,0.1004,FCC
1,4.346,1.9,4.9225,64.575,0.032,21.585,0.1373,0.1048,FCC
4,4.8408,1.9,4.89,64.49,0.0328,21.5,0.1374,0.1058,FCC
4,7.9648,1.9,4.9325,66.155,0.0248,21.5395,0.1131,0.0844,FCC
1,5.3128,1.9,4.8575,64.405,0.0331,21.415,0.137,0.1064,FCC
4,8.7881,1.9,4.9,66.07,0.026,21.463,0.1138,0.086,FCC
4,5.7969,1.9,4.825,64.32,0.0329,21.33,0.1363,0.1067,FCC
4,9.69,1.9,4.8675,65.985,0.0268,21.3865,0.1139,0.0873,FCC
4,6.3178,1.9,4.7925,64.235,0.0322,21.245,0.135,0.1066,FCC
4,10.7515,1.9,4.835,65.9,0.027,21.31,0.1136,0.0881,FCC
4,6.8998,1.9,4.76,64.15,0.0311,21.16,0.1332,0.1062,FCC
2,12.0847,1.9,4.8025,65.815,0.0268,21.2335,0.1127,0.0885,FCC
4,13.8803,1.9,4.77,65.73,0.0261,21.157,0.1112,0.0885,FCC
4,6.4648,1.85,4.8975,62.78,0.0324,21.338,0.1397,0.1049,FCC
3,13.8869,1.85,4.94,64.445,0.0254,21.715,0.1145,0.0823,FCC
2,7.5614,1.85,4.865,62.695,0.0333,21.2445,0.1401,0.1059,FCC
1,17.3524,1.85,4.9075,64.36,0.0255,21.63,0.1158,0.0844,FCC
4,22.5244,1.85,4.875,64.275,0.0266,21.545,0.1167,0.0861,FCC
2,32.045,1.85,4.8425,64.19,0.0274,21.46,0.1171,0.0874,FCC
4,12.8974,1.85,4.7675,62.44,0.0331,20.964,0.1385,0.1068,FCC
3,57.4919,1.85,4.81,64.105,0.0278,21.375,0.117,0.0882,FCC
3,423.9748,1.85,4.7775,64.02,0.0277,21.29,0.1165,0.0886,FCC
4,68.234,1.85,4.745,63.935,0.0271,21.205,0.1153,0.0886,FCC
3,11.0201,1.8,4.8725,60.985,0.0329,20.732,0.142,0.1049,FCC
3,70.5414,1.8,4.915,62.65,0.0265,21.455,0.1168,0.0824,FCC
3,670.8318,1.8,4.8825,62.565,0.0267,21.3615,0.1183,0.0845,FCC
3,21.6292,1.8,4.8075,60.815,0.0344,20.528,0.1427,0.1066,FCC
2,57.7254,1.8,4.85,62.48,0.0271,21.268,0.1194,0.0862,FCC
1,29.2631,1.8,4.8175,62.395,0.0281,21.1745,0.1201,0.0875,FCC
4,18.9355,1.8,4.785,62.31,0.0286,21.081,0.1203,0.0883,FCC
4,13.4638,1.8,4.7525,62.225,0.0286,20.9875,0.12,0.0887,FCC
4,26.3059,1.75,4.89,60.855,0.0276,20.836,0.1189,0.0825,FCC
4,125.8402,1.75,4.815,59.105,0.0345,19.6565,0.1449,0.106,FCC
4,17.8348,1.75,4.8575,60.77,0.0279,20.734,0.1206,0.0846,FCC
3,23.0302,1.75,4.75,58.935,0.0352,19.4355,0.1452,0.107,FCC
3,10.275,1.75,4.7925,60.6,0.0288,20.53,0.1228,0.0876,FCC
3,13.6273,1.75,4.7175,58.85,0.0349,19.325,0.1448,0.107,FCC
3,8.1574,1.75,4.76,60.515,0.0294,20.428,0.1232,0.0884,FCC
3,6.5056,1.75,4.7275,60.43,0.0295,20.326,0.1232,0.0889,FCC
4,11.4719,1.7,4.865,59.06,0.0287,19.858,0.1208,0.0825,FCC
4,12.4963,1.7,4.7575,57.225,0.0358,18.205,0.1477,0.1068,FCC
4,8.7424,1.7,4.725,57.14,0.036,18.086,0.1479,0.1071,FCC
2,6.1813,1.7,4.7675,58.805,0.0294,19.5265,0.1254,0.0877,FCC
3,5.0712,1.7,4.735,58.72,0.0302,19.416,0.126,0.0885,FCC
3,4.3034,1.65,4.7425,57.01,0.0301,18.164,0.1278,0.0877,FCC
2,4.3926,1.85,4.89,66.14,0.0371,23.15,0.1474,0.1101,FCC
2,6.5009,1.85,4.9325,67.805,0.0294,23.0245,0.1257,0.0902,FCC
4,4.9083,1.85,4.8575,66.055,0.0371,23.065,0.1467,0.1106,FCC
2,7.3022,1.85,4.9,67.72,0.0303,22.948,0.1259,0.0915,FCC
3,8.1197,1.85,4.8675,67.635,0.0308,22.8715,0.1257,0.0925,FCC
1,9.0307,1.85,4.835,67.55,0.0308,22.795,0.125,0.0931,FCC
2,11.4956,1.85,4.77,67.38,0.0293,22.642,0.122,0.093,FCC
3,12.0178,1.8,4.9075,66.01,0.0298,23.28,0.1283,0.0903,FCC
1,15.0263,1.8,4.875,65.925,0.0309,23.195,0.1288,0.0916,FCC
3,19.502,1.8,4.8425,65.84,0.0315,23.11,0.1288,0.0926,FCC
4,27.6634,1.8,4.81,65.755,0.0316,23.025,0.1284,0.0932,FCC
3,49.0568,1.8,4.7775,65.67,0.0312,22.94,0.1275,0.0934,FCC
4,310.5664,1.8,4.745,65.585,0.0303,22.855,0.126,0.0931,FCC
3,6.1292,1.8,4.9,69.37,0.0347,24.433,0.1368,0.0966,FCC
4,6.9299,1.8,4.8675,69.285,0.0349,24.3565,0.1363,0.0974,FCC
2,11.2071,1.75,4.875,67.575,0.0352,24.845,0.1396,0.0967,FCC
2,4.4765,1.9,4.915,62.435,0.0315,21.6485,0.1363,0.1047,FCC
1,7.4385,1.9,4.9575,64.1,0.0231,22.06,0.1114,0.0822,FCC
1,4.9827,1.9,4.8825,62.35,0.0322,21.555,0.1362,0.1056,FCC
4,8.3153,1.9,4.925,64.015,0.0243,21.975,0.1123,0.0842,FCC
4,5.4659,1.9,4.85,62.265,0.0324,21.4615,0.1356,0.1062,FCC
1,9.1993,1.9,4.8925,63.93,0.0254,21.89,0.1127,0.0859,FCC
4,5.9607,1.9,4.8175,62.18,0.0321,21.368,0.1346,0.1065,FCC
1,10.1827,1.9,4.86,63.845,0.0261,21.805,0.1126,0.0871,FCC
3,6.4896,1.9,4.785,62.095,0.0313,21.2745,0.1331,0.1064,FCC
3,11.3598,1.9,4.8275,63.76,0.0262,21.72,0.1119,0.0879,FCC
2,12.8681,1.9,4.795,63.675,0.0259,21.635,0.1107,0.0882,FCC
1,6.7718,1.85,4.89,60.64,0.032,21.008,0.1389,0.1047,FCC
2,15.1965,1.85,4.9325,62.305,0.0243,21.7655,0.114,0.0822,FCC
3,7.9577,1.85,4.8575,60.555,0.0327,20.906,0.139,0.1057,FCC
2,19.4205,1.85,4.9,62.22,0.0247,21.672,0.1151,0.0843,FCC
2,9.3777,1.85,4.825,60.47,0.033,20.804,0.1387,0.1063,FCC
3,26.2474,1.85,4.8675,62.135,0.026,21.5785,0.1158,0.0859,FCC
1,40.7531,1.85,4.835,62.05,0.0267,21.485,0.1159,0.0872,FCC
4,14.0918,1.85,4.76,60.3,0.0322,20.6,0.1367,0.1065,FCC
3,99.116,1.85,4.8025,61.965,0.027,21.3915,0.1156,0.088,FCC
4,166.5767,1.85,4.77,61.88,0.0268,21.298,0.1147,0.0884,FCC
4,40.1321,1.85,4.7375,61.795,0.026,21.2045,0.1133,0.0883,FCC
2,12.0873,1.8,4.865,58.845,0.0324,20.0085,0.1414,0.1048,FCC
3,147.1405,1.8,4.9075,60.51,0.0256,21.112,0.1164,0.0823,FCC
4,16.7606,1.8,4.8325,58.76,0.0333,19.898,0.1417,0.1058,FCC
2,109.4623,1.8,4.875,60.425,0.0254,21.01,0.1177,0.0844,FCC
4,39.0915,1.8,4.8425,60.34,0.0265,20.908,0.1186,0.086,FCC
4,16.9095,1.8,4.725,56.925,0.0385,18.215,0.1587,0.1218,FCC
4,63.6251,1.8,4.7675,58.59,0.0336,19.677,0.1411,0.1067,FCC
4,23.0048,1.8,4.81,60.255,0.0274,20.806,0.119,0.0873,FCC
2,119.6909,1.8,4.735,58.505,0.0331,19.5665,0.1402,0.1066,FCC
4,42.9459,1.75,4.84,57.05,0.0328,18.65,0.1436,0.1049,FCC
4,11.5245,1.75,4.8175,58.545,0.0271,19.8785,0.1213,0.0861,FCC
2,9.0286,1.75,4.785,58.46,0.0281,19.768,0.1219,0.0874,FCC
3,7.1363,1.75,4.7525,58.375,0.0285,19.6575,0.1221,0.0882,FCC
4,29.5269,1.7,4.815,55.255,0.0333,16.9325,0.1458,0.1049,FCC
4,15.69,1.7,4.7825,55.17,0.0344,16.805,0.1465,0.1059,FCC
4,8.2015,1.7,4.825,56.835,0.0281,18.609,0.1225,0.0845,FCC
3,5.481,1.7,4.76,56.665,0.0287,18.371,0.1246,0.0875,FCC
4,4.6098,1.65,4.7675,54.955,0.0291,16.7425,0.1261,0.0863,FCC
4,4.517,1.85,4.8825,64,0.0365,23.37,0.1461,0.11,FCC
3,6.7572,1.85,4.925,65.665,0.0289,23.625,0.1247,0.09,FCC
3,7.6016,1.85,4.8925,65.58,0.0297,23.54,0.1247,0.0914,FCC
1,8.473,1.85,4.86,65.495,0.0301,23.455,0.1243,0.0923,FCC
4,9.4559,1.85,4.8275,65.41,0.03,23.37,0.1233,0.0928,FCC
4,10.6426,1.85,4.795,65.325,0.0293,23.285,0.1218,0.093,FCC
4,12.1706,1.85,4.7625,65.24,0.0282,23.2,0.1197,0.0927,FCC
2,16.6378,1.8,4.8675,63.785,0.0303,23.3935,0.1277,0.0914,FCC
4,6.3577,1.8,4.8925,67.23,0.0341,25.19,0.1355,0.0965,FCC
1,7.1991,1.8,4.86,67.145,0.0341,25.105,0.1347,0.0972,FCC
4,12.1313,1.75,4.8675,65.435,0.0346,25.2085,0.1385,0.0965,FCC
1,7.6599,1.9,4.66,79.105,0.0332,7.6035,0.1148,0.0803,FCC
1,11.6661,1.9,4.5225,78.5,0.0282,7.28,0.1121,0.077,FCC
1,10.16,1.9,4.575,78.76,0.0302,7.438,0.1131,0.0784,FCC
4,9.563,1.9,4.6275,79.02,0.0315,7.544,0.1128,0.0787,FCC
4,14.7053,1.9,4.5425,78.675,0.0274,7.37,0.1095,0.0754,FCC
4,12.747,1.9,4.595,78.935,0.0292,7.4845,0.1101,0.0765,FCC
1,23.7451,1.85,4.5825,77.05,0.0339,9.615,0.1204,0.0809,FCC
4,118.9401,1.85,4.55,76.965,0.0317,9.5895,0.118,0.0786,FCC
2,83.3675,1.85,4.57,77.14,0.0307,9.642,0.1149,0.0767,FCC
1,8.0756,1.85,4.555,80.235,0.0332,8.8415,0.1251,0.0838,FCC
1,7.4191,1.85,4.6075,80.495,0.0349,8.826,0.1258,0.0848,FCC
1,14.9644,1.85,4.47,79.89,0.0291,8.72,0.1178,0.0776,FCC
1,18.6811,1.85,4.49,80.065,0.0281,8.6885,0.1159,0.0764,FCC
2,11.637,1.85,4.595,80.585,0.0313,8.6395,0.12,0.0805,FCC
4,61.9232,1.85,4.4575,79.98,0.0258,8.612,0.1099,0.0713,FCC
1,17.0559,1.85,4.5625,80.5,0.0283,8.58,0.1163,0.0775,FCC
1,28.3995,1.8,4.53,78.44,0.0346,10.34,0.1299,0.0841,FCC
1,61.1643,1.8,4.55,78.615,0.0337,10.4535,0.1274,0.0825,FCC
1,52.942,1.8,4.5175,78.53,0.0306,10.377,0.124,0.0793,FCC
1,9.7426,1.8,4.6475,82.495,0.035,10.0245,0.1295,0.0851,FCC
1,12.0807,1.75,4.5425,83.625,0.0346,12.35,0.1341,0.0854,FCC
1,14.0909,1.75,4.5625,83.8,0.0336,12.28,0.1324,0.0842,FCC
1,6.1633,1.9,4.56,76.355,0.0334,10.0965,0.1192,0.084,FCC
1,7.1986,1.9,4.685,77.05,0.0332,10.305,0.1143,0.081,FCC
1,11.5616,1.9,4.495,76.185,0.0276,10.0455,0.1109,0.078,FCC
2,8.7828,1.9,4.6525,76.965,0.0319,10.2795,0.1126,0.0799,FCC
4,20.8364,1.9,4.4625,76.1,0.0253,10.02,0.1053,0.0738,FCC
1,14.5028,1.9,4.515,76.36,0.0265,10.098,0.1085,0.0764,FCC
1,11.2139,1.9,4.62,76.88,0.03,10.254,0.1102,0.0783,FCC
1,15.6245,1.9,4.5875,76.795,0.0277,10.2285,0.1071,0.076,FCC
1,10.9273,1.85,4.64,75.08,0.0357,12.492,0.1218,0.0834,FCC
1,19.7655,1.85,4.555,74.735,0.0336,12.354,0.1211,0.0824,FCC
1,16.7928,1.85,4.6075,74.995,0.0344,12.458,0.1202,0.0822,FCC
1,16.1365,1.85,4.66,75.255,0.0343,12.562,0.1182,0.0812,FCC
1,17.2192,1.85,4.7125,75.515,0.0336,12.666,0.115,0.0792,FCC
1,36.1439,1.85,4.575,74.91,0.0325,12.424,0.118,0.0805,FCC
1,29.1405,1.85,4.6275,75.17,0.0331,12.528,0.1168,0.0801,FCC
1,14.2349,1.8,4.4975,72.855,0.0325,14.1575,0.1228,0.0801,FCC
1,7.1397,1.85,4.58,78.18,0.0346,10.77,0.1256,0.086,FCC
1,11.3446,1.85,4.495,77.835,0.0304,10.5405,0.1192,0.0813,FCC
1,8.1256,1.85,4.705,78.875,0.0347,11.2025,0.1217,0.0834,FCC
1,10.2883,1.85,4.62,78.53,0.0323,11.014,0.1203,0.0825,FCC
1,28.1191,1.8,4.575,76.56,0.0348,13.084,0.1277,0.0845,FCC
1,62.7288,1.8,4.595,76.735,0.0337,13.154,0.1249,0.0827,FCC
1,70.933,1.8,4.5625,76.65,0.0312,13.12,0.122,0.0803,FCC
1,13.1961,1.8,4.515,79.66,0.0319,12.25,0.125,0.0831,FCC
1,10.6792,1.8,4.5675,79.92,0.0331,12.318,0.1279,0.0852,FCC
1,11.3218,1.8,4.64,80.355,0.0335,12.2385,0.1269,0.0846,FCC
1,19.5312,1.8,4.555,80.01,0.0295,12.198,0.1213,0.0804,FCC
