Pm,ΔH,ΔS,Ω,ρ,e/a,EWF,α,HD,B,G,ad-e/n,ad-r,ad-α,ad-HD,ad-G,δ-VEC,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SLHF,δ-α,δ-HD,δ-G,δ-υ,δ-G/B,Phase
1,-4.2687,13.381,7.0104,6.58,1.6,4.296,7.56,104.2,143.58,49.68,0.0506,10.3256,1.352,33.04,26.016,0.1559,0.3236,0.1214,0.2029,0.076,0.3062,0.2137,0.0335,0.1736,0.2611,0.2094,0.3377,0.69,0.2132,0.6103,IM
2,-2.8904,13.381,10.3533,10.446,1.8,4.74,9.92,173.6,203.52,95.32,0.0803,3.8464,3.656,86.32,32.344,0.2051,0.3729,0.334,0.4334,0.1207,0.2222,0.3529,0.0587,0.1813,0.2318,0.3858,0.5419,0.407,0.2097,0.3501,IM
2,-13.6701,13.9738,2.2749,7.3153,1.5294,4.3953,9.9647,101.1765,163.3588,63.0882,0.0635,7.649,3.9114,47.5433,32.8567,0.2767,0.3666,0.2794,0.3075,0.1103,0.4551,0.292,0.0264,0.2043,0.2544,0.5444,0.5946,0.5704,0.1887,0.4378,IM
2,-8.3701,14.3282,2.906,7.3693,1.9109,4.7003,13.4961,115.3466,159.9536,70.2545,0.0435,4.8849,3.6389,68.2405,27.1036,0.324,0.1632,0.2267,0.2889,0.0657,0.3301,0.0921,0.0679,0.19,0.2678,0.3908,0.695,0.4307,0.2048,0.3818,BCC+FCC
1,-3.857,14.4319,9.1037,9.5019,1.8679,4.1725,8.1472,107.0755,138.4509,36.0679,0.043,7.0771,2.524,41.0751,14.3638,0.1332,0.463,0.2429,0.4892,0.0823,0.2555,0.2061,0.0389,0.2439,0.237,0.5007,0.4394,0.4833,0.0748,0.2757,BCC
2,-5.4942,12.2572,4.0316,7.8321,1.8679,4.7045,12.0717,134.4338,169.8847,77.332,0.0299,1.9866,2.4208,56.4898,19.3856,0.2229,0.1282,0.1474,0.1797,0.0538,0.2555,0.0562,0.063,0.1213,0.1922,0.3198,0.5172,0.3328,0.202,0.3493,FCC
2,-8.8977,14.5318,2.499,6.7371,2,4.6229,15.5714,91.1428,143.7427,60.7571,0.0525,7.2922,4.9102,63.0611,27.6938,0.4195,0.1911,0.2859,0.3891,0.0725,0.378,0.1139,0.0677,0.2391,0.3265,0.3765,0.8663,0.498,0.1748,0.355,BCC
5,-14.2304,10.8337,1.7269,8.6078,1.3333,4.5333,10.2333,102,172.5889,50.8778,0.1098,8.6407,3.2593,44.2222,13.9877,0.3367,0.5068,0.2433,0.0344,0.0816,0.3536,0.2841,0.0692,0.0974,0.1027,0.3407,0.5809,0.333,0.1093,0.3324,IM
4,-11.021,14.5336,2.3695,7.243,1.9,4.646,12.87,112.3,164.38,78.09,0.0558,6.8236,4.65,66.76,27.094,0.3517,0.2331,0.3051,0.3357,0.0915,0.3684,0.2062,0.0677,0.2144,0.2963,0.481,0.6949,0.4249,0.1837,0.3132,IM
1,-4.2878,12.6311,6.9543,8.1666,1.86,4.2322,8.54,92.7,139.346,35.412,0.0419,6.1843,2.7368,32.716,15.7504,0.1352,0.3773,0.2641,0.5585,0.0691,0.2636,0.2275,0.0263,0.2501,0.2568,0.4895,0.4258,0.5221,0.0801,0.309,IM
2,-6.6612,14.2324,3.8872,8.04,1.8462,4.7,12.9615,183.6152,168.7306,77.8076,0.0394,3.2679,3.155,118.698,15.8036,0.2087,0.1497,0.1192,0.1098,0.078,0.1954,0.1457,0.0841,0.159,0.1458,0.3519,0.8102,0.2855,0.2061,0.3422,FCC
1,-10.1922,15.7452,2.6973,7.4345,1.8182,4.6873,12.7909,112.8182,159.3364,67.1818,0.0515,5.8413,3.2281,64.4959,28.238,0.3221,0.1989,0.192,0.2632,0.0734,0.3162,0.0965,0.0662,0.1722,0.241,0.3577,0.676,0.4621,0.21,0.4212,BCC+FCC
2,-9.0405,14.7411,3.4948,8.607,1.5405,4.7054,9.7685,149.9098,192.8016,83.9468,0.0757,5.6101,3.4575,66.0433,25.3356,0.2305,0.3284,0.2164,0.1137,0.0944,0.3235,0.2496,0.0619,0.0824,0.1499,0.3655,0.4947,0.3725,0.2081,0.3845,IM
4,-13.364,14.2324,1.7697,6.6669,2.0769,4.6169,14.5923,108.1538,154,67.6692,0.0542,8.0985,5.5432,76.1893,32.0639,0.41,0.2239,0.3445,0.4132,0.0918,0.3514,0.205,0.0703,0.2547,0.351,0.456,0.8085,0.5151,0.1814,0.3468,IM
4,1.6542,9.1338,13.5444,9.23,2,4.21,7.5,103.3333,139.9333,37.3333,0.0434,6.9667,1.8,31.1111,21.1778,0.1088,0.4089,0.2433,0.5776,0.0625,0,0.208,0.028,0.2484,0.2121,0.2574,0.3563,0.603,0.0897,0.3427,IM
1,-24.0976,13.2282,1.0432,6.4172,2,4.4978,12.756,124.12,150.442,37.142,0.0593,8.1624,4.4885,78.2496,7.8422,0.4025,0.3253,0.2967,0.3704,0.0783,0.3,0.2652,0.0697,0.2287,0.2408,0.4405,0.7177,0.2422,0.0726,0.2601,IM
1,-21.6486,14.8968,1.3157,8.3367,1.8333,4.43,10.6833,108,139.0667,47.3667,0.1178,14.6067,3.25,49.6667,23.3222,0.4343,0.544,0.1851,0.3226,0.1576,0.2033,0.2141,0.0925,0.162,0.2066,0.3576,0.4671,0.5536,0.1364,0.3823,BCC
2,-5.4408,8.0915,3.1527,6.3634,1.9308,4.347,9.2336,135.5365,159.9975,60.2249,0.0171,2.2053,2.342,22.97,19.2288,0.1915,0.1437,0.182,0.2337,0.0834,0.2332,0.1451,0.0225,0.1283,0.1882,0.4489,0.3131,0.4257,0.1203,0.293,BCC
4,-4.1236,11.5256,7.1001,9.2375,1.5,4.345,7.55,82.5,159.875,62,0.0603,7.165,1.325,12.5,29.8,0.1414,0.4349,0.206,0.4915,0.0385,0.3333,0.278,0.0216,0.1812,0.1938,0.2095,0.1793,0.5553,0.2289,0.5393,BCC
2,-6.4121,9.3906,3.0807,6.4266,1.9129,4.3592,9.476,134.1185,160.7498,62.9052,0.0209,2.765,2.8655,28.4385,22.8196,0.2115,0.1602,0.2051,0.2588,0.0913,0.2633,0.1631,0.0244,0.1439,0.2097,0.4876,0.3544,0.4477,0.1327,0.3071,BCC
1,-1.4998,9.5923,14.2085,6.2957,1.8571,4.2686,8.0714,122,147.1286,40.5143,0.0406,8.898,0.8694,29.7143,10.8939,0.0958,0.2573,0.1039,0.1762,0.0654,0.1884,0.1502,0.021,0.1532,0.1704,0.1517,0.2742,0.3075,0.0669,0.2249,IM
2,-7.8958,14.0751,3.3325,7.6813,1.8701,4.6338,12.1896,137.4025,173.7128,79.3571,0.0551,5.8459,3.6704,62.9111,23.1466,0.2881,0.2349,0.2771,0.2756,0.0864,0.3265,0.2104,0.0599,0.1792,0.2537,0.4391,0.5554,0.387,0.1706,0.3,IM
2,-8.3697,9.2311,1.6907,7.3387,2.0847,4.3144,19.6407,371.4408,135.3476,71.4153,0.0221,4.2944,3.3936,169.96,12.4119,0.2211,0.1054,0.1385,0.2049,0.0854,0.1336,0.187,0.0843,0.2515,0.1641,0.2014,0.5036,0.235,0.189,0.2497,BCC+FCC
2,-24.4262,13.381,0.8963,6.566,2.2,4.652,14.54,108.6,149.16,51.52,0.0607,9.6272,3.624,74.32,24.664,0.4097,0.2329,0.2193,0.3829,0.0855,0.1818,0.1125,0.0766,0.2297,0.2709,0.3233,0.7769,0.5002,0.141,0.3573,BCC+FCC
2,-18.6994,12.8252,1.529,7.9498,1.5349,4.5477,9.0581,75.5813,160.4394,65.7744,0.0809,9.7404,2.5041,12.1687,31.232,0.3602,0.4317,0.2103,0.3673,0.0859,0.325,0.2776,0.075,0.1618,0.1871,0.3036,0.176,0.5233,0.2297,0.4991,IM
1,-1.2339,12.3228,19.3168,7.2059,1.7031,4.3805,11.4135,192.1875,153.4318,79.9797,0.0344,4.0808,4.337,112.2233,18.7712,0.2137,0.1517,0.1456,0.1027,0.0635,0.2683,0.1896,0.0369,0.1531,0.1536,0.4795,0.7696,0.3027,0.2043,0.2973,BCC+FCC
4,-11.1173,12.8315,1.9536,7.4576,2,4.7768,13.6539,104.8887,163.0206,72.3914,0.0434,4.9969,3.2465,62.1565,24.1851,0.3211,0.1612,0.2168,0.292,0.0666,0.2836,0.0876,0.0731,0.191,0.2626,0.3695,0.7235,0.3919,0.1849,0.3398,BCC+FCC
2,-5.1771,12.1978,4.4605,8.2141,1.7317,4.7756,11.178,138.0485,177.3655,78.9535,0.037,0.8669,2.6175,61.9035,20.6532,0.189,0.1596,0.1182,0.0861,0.0559,0.2559,0.1187,0.0625,0.0687,0.1484,0.2725,0.5226,0.3379,0.2293,0.4036,IM
2,-18.3176,13.1453,1.6336,8.3378,1.5556,4.5344,8.9444,76.6666,161.8109,65.9222,0.0831,9.6148,2.4938,12.5926,29.9753,0.3572,0.4588,0.2231,0.4047,0.0868,0.3194,0.2833,0.0748,0.163,0.1837,0.3063,0.1819,0.5105,0.2244,0.4905,IM
2,-3.7357,14.8707,6.5828,7.5724,1.7931,4.6938,13.9104,106.8967,157.076,67.2863,0.0457,4.2597,3.635,65.2439,26.6695,0.32,0.1689,0.2278,0.2714,0.0641,0.3699,0.102,0.0635,0.1872,0.2566,0.3621,0.7292,0.4349,0.1922,0.3762,BCC+FCC
4,-10.3848,14.5339,2.5078,7.5087,1.9168,4.705,13.0259,135.7236,170.2345,71.8058,0.0544,6.0524,4.0039,79.0767,29.9044,0.3241,0.2185,0.2793,0.3061,0.0843,0.3339,0.188,0.0671,0.198,0.2809,0.4346,0.6517,0.4649,0.2022,0.3958,IM
2,-18.2472,14.6974,1.449,7.0309,1.9091,4.6582,12.2,113.7272,157.3544,64.9999,0.0564,8.1229,3.0545,63.8346,30.6182,0.3446,0.2215,0.1752,0.293,0.0811,0.2694,0.0873,0.0702,0.1788,0.2523,0.3647,0.6645,0.5098,0.2197,0.459,IM
1,-3.498,16.1784,12.6898,11.3129,1.7143,4.2829,6.5286,157.5714,183.2429,66.1571,0.0356,7.3478,1.2694,68.6531,43.2367,0.1715,0.3851,0.2092,0.4437,0.2264,0.2635,0.1767,0.0541,0.2652,0.3306,0.2641,0.5235,0.7571,0.1385,0.3955,IM
1,-0.1236,11.5256,209.8573,6.4275,1.75,4.245,7.9,107.75,139.65,33.475,0.0443,7.975,1.35,37.75,12.025,0.1111,0.3007,0.1342,0.2261,0.0768,0.2474,0.1735,0.0267,0.1945,0.2247,0.2023,0.3577,0.3731,0.0594,0.2421,BCC
4,-5.6334,13.1453,5.4476,10.3222,1.7778,4.6333,8.8778,152.3333,199.2333,102.4778,0.0794,4.6489,3.2642,70.0741,29.5753,0.2423,0.4023,0.3211,0.4772,0.1379,0.2339,0.3494,0.0615,0.1915,0.2096,0.3924,0.5907,0.3352,0.1544,0.2337,IM
1,-29.4055,12.5108,0.7824,7.103,1.9,4.619,11.26,97.8,146.31,44.64,0.1039,13.228,2.82,51.92,23.668,0.4333,0.4275,0.1181,0.2716,0.1398,0.1579,0.1668,0.0941,0.1902,0.2441,0.2966,0.6413,0.5972,0.13,0.4181,IM
2,-4.427,13.381,6.2767,8.61,1.6,4.75,10.04,157.6,194.98,88.66,0.0654,3.7056,3.512,67.12,24.352,0.2051,0.2748,0.212,0.1198,0.0854,0.3062,0.2109,0.0573,0.0842,0.1577,0.3646,0.471,0.331,0.2058,0.3541,IM
4,-7.9257,15.9242,3.4506,7.5098,1.7541,4.6784,13.0689,106.8033,156.8508,64.8328,0.0535,5.7621,3.2325,62.0962,27.771,0.326,0.2062,0.1962,0.2587,0.074,0.337,0.106,0.0637,0.1723,0.2361,0.3435,0.6993,0.4697,0.2013,0.4187,BCC+FCC
4,-2.2447,13.381,15.5705,9.222,1.6,4.356,7.48,122.2,180.46,61.42,0.0425,4.8416,1.416,50.64,27.984,0.1265,0.3476,0.1871,0.4574,0.1431,0.3062,0.193,0.0286,0.1585,0.1918,0.2294,0.4926,0.561,0.1067,0.2979,BCC
2,-16.7778,14.8549,1.6141,7.2965,1.8696,4.6357,12.9,110.0869,159.8174,66.0217,0.0622,7.7804,4.1739,63.5917,28.2208,0.3515,0.2702,0.2872,0.3008,0.0726,0.3633,0.266,0.0723,0.1997,0.27,0.4398,0.7003,0.4626,0.2039,0.4114,IM
4,-10.125,13.381,2.5237,7.382,1.8,4.606,12,110,170.92,86.42,0.0598,7.284,5.16,64,26.144,0.3534,0.2817,0.3347,0.3462,0.107,0.4157,0.2526,0.0633,0.2218,0.2945,0.5497,0.6736,0.3833,0.1454,0.2346,IM
2,-4.5175,13.2541,6.3112,8.7573,1.5455,4.7364,9.5909,164.1817,201.3453,91.8454,0.0729,4.5937,3.6826,68.1983,25.6132,0.211,0.3108,0.2238,0.1242,0.0901,0.3222,0.2258,0.0555,0.0865,0.1567,0.3929,0.4493,0.3238,0.1964,0.3373,IM
5,-6.9571,12.5685,3.3874,8.0286,1.7619,4.7657,11.2238,135.7143,174.5429,77.2048,0.0384,1.9474,2.4898,62.6531,22.6599,0.2117,0.1562,0.0942,0.1311,0.0618,0.2417,0.0399,0.0633,0.0887,0.1639,0.2635,0.5357,0.3675,0.2317,0.417,FCC
4,-10.6145,12.2284,2.3893,5.836,1.7,4.35,9.97,73.6,136.46,48.35,0.0361,7.4154,2.91,22.6,26.77,0.1992,0.2277,0.2323,0.3241,0.0294,0.3767,0.2564,0.0177,0.2075,0.2834,0.4826,0.4152,0.7085,0.2112,0.578,BCC
2,-18.086,14.5342,1.3202,6.52,2.0833,4.6225,14.2667,101.7502,147.8002,62.5084,0.0518,8.5489,4.6667,66.5001,30.5584,0.4041,0.1998,0.2653,0.3825,0.077,0.3072,0.1115,0.0723,0.2324,0.3216,0.4159,0.7909,0.523,0.2004,0.4041,BCC
2,-12.3122,15.7063,2.9435,8.55,1.6667,4.4289,9.7555,129.4443,178.5109,76.9888,0.0712,7.5393,4.0839,71.6049,38.5012,0.2759,0.4077,0.3293,0.5145,0.1492,0.4,0.3233,0.0265,0.2484,0.3021,0.5658,0.6711,0.5772,0.1892,0.3822,IM
2,-5.5406,10.9151,6.0079,12.5812,1.3994,4.3998,6.1216,153.8437,219.4716,85.7987,0.0292,3.1572,0.935,76.6892,36.8754,0.0907,0.2875,0.0998,0.3193,0.1819,0.35,0.0853,0.0352,0.0853,0.1661,0.1661,0.5307,0.4688,0.119,0.2695,BCC
4,-4.6301,15.995,6.0635,7.62,1.7619,4.6635,12.7365,115.6032,160.7825,66.8921,0.0509,3.6082,3.4991,60.9877,24.9282,0.3108,0.1896,0.2064,0.2282,0.0666,0.331,0.1306,0.0652,0.1563,0.2155,0.3641,0.6276,0.4115,0.1867,0.38,IM
4,-5.0457,13.1453,3.8986,7.2922,2,4.6678,16.1222,111.2222,150.1,53.3333,0.0431,6.1017,3.5802,80.2469,19.1556,0.3584,0.1657,0.2307,0.3412,0.0626,0.3333,0.1162,0.0643,0.2234,0.2511,0.2685,0.8006,0.3978,0.1195,0.2831,IM
2,-1.9817,14.316,14.446,8.5455,1.6,4.7525,10.62,148.6,188.615,84.84,0.0601,3.0288,3.424,66.74,23.522,0.2096,0.2511,0.2123,0.1131,0.0793,0.3062,0.2026,0.057,0.0957,0.1633,0.3531,0.5101,0.3478,0.2066,0.364,IM
4,-11.9371,11.2386,1.7994,7.4943,1.7143,4.6614,10.4,95.7143,162.3571,83.1,0.0515,5.2922,2.4571,31.0204,18,0.2774,0.2058,0.0954,0.185,0.0752,0.2635,0.0549,0.0674,0.116,0.1717,0.2721,0.3771,0.3389,0.2143,0.3293,BCC
4,-8.4419,15.4329,3.2627,7.66,1.7619,4.7067,12.2762,117.4762,163.1476,68.9905,0.0496,4.9298,2.8916,64.0181,27.5156,0.292,0.195,0.1631,0.222,0.0716,0.2985,0.0882,0.0646,0.1501,0.2146,0.3268,0.6379,0.4438,0.2151,0.4278,FCC
4,2.5162,11.5256,12.0091,10.76,1.75,4.195,7.575,103.25,149.35,40.7,0.0449,5.15,1.3125,34.875,14.4,0.1111,0.4661,0.1849,0.4293,0.0758,0.2474,0.1847,0.0412,0.2177,0.1703,0.2061,0.4134,0.4325,0.0656,0.226,BCC
4,-13.4282,11.466,1.376,6.3898,2.0706,4.5844,14.422,75.412,142.5932,73.719,0.0464,7.8681,5.5607,41.4408,26.973,0.412,0.1769,0.2956,0.3917,0.0708,0.3517,0.1054,0.0709,0.2396,0.3409,0.4553,0.6594,0.4336,0.1615,0.2617,IM
1,0.8097,10.8506,30.4733,8.2969,2,4.1519,7.6313,114.3125,124.5375,28.9938,0.0475,6.975,1.9266,44.3125,10.1414,0.0802,0.4359,0.1904,0.5369,0.075,0,0.1753,0.0405,0.1922,0.1635,0.2626,0.408,0.5352,0.0624,0.2708,BCC
2,-10.1583,11.2386,2.9721,10.5257,1.5714,4.3686,8.7714,119.2856,191.1284,70.9999,0.0377,2.7486,4.2367,63.2652,30.1142,0.1852,0.3973,0.2778,0.432,0.1579,0.4635,0.2195,0.0338,0.1968,0.251,0.6968,0.6275,0.5077,0.1023,0.2429,IM
1,-1.0344,10.085,17.3421,7.8113,1.875,4.4625,13.825,242.875,159.2125,79.6125,0.0201,3.9694,3.9375,131.0938,10.6094,0.1124,0.0805,0.1089,0.0589,0.0732,0.1764,0.1497,0.0592,0.1736,0.1274,0.3604,0.6349,0.2339,0.1947,0.2818,IM
1,-13.221,7.5836,0.6923,4.3038,2.619,4.4524,20.0286,49.5714,108.3762,43.5333,0.0346,7.4707,5.102,49.3878,21.073,0.5692,0.1756,0.3702,0.5974,0.0664,0.2493,0.1159,0.0697,0.3046,0.4492,0.2968,1.4226,0.6404,0.1362,0.3041,IM
4,-13.1096,15.9087,2.1156,7.1607,1.7826,4.6379,12.736,101.3735,152.1,60.0144,0.0636,8.0073,3.1951,58.0397,28.7388,0.3652,0.244,0.1863,0.2884,0.0839,0.3149,0.1112,0.0651,0.1771,0.2408,0.3392,0.7083,0.526,0.2006,0.4536,IM
2,-4.4773,13.3573,6.2892,8.6723,1.5769,4.7442,9.85,160.3847,197.6732,90.0078,0.0689,4.1113,3.5962,67.7516,24.9704,0.2078,0.2907,0.218,0.122,0.0877,0.3133,0.2185,0.0566,0.0853,0.1575,0.377,0.462,0.3283,0.2019,0.3471,IM
1,3.1664,11.5256,9.7133,11.2625,1.75,4.125,6.475,125.75,148.525,39.775,0.0245,8.025,0.425,35.75,15.325,0.1111,0.3015,0.158,0.3529,0.086,0.2474,0.1088,0.0388,0.2227,0.2198,0.0834,0.2969,0.4667,0.074,0.2667,BCC
4,-0.5904,12.2284,44.825,6.512,1.9,4.222,8.26,107.5,129.32,30.26,0.0476,7.513,1.568,43.5,10.024,0.1066,0.3417,0.1189,0.3962,0.0812,0.1579,0.1564,0.0357,0.1803,0.1887,0.2163,0.4153,0.3784,0.055,0.2306,BCC
4,-13.7992,14.1674,1.8556,6.9305,1.8947,4.5921,12.6316,94.7368,158.1211,79.1737,0.0561,7.9493,4.8997,51.7452,26.923,0.3765,0.2495,0.3116,0.3608,0.0993,0.3788,0.2119,0.0665,0.2247,0.3074,0.5042,0.681,0.4313,0.1722,0.2826,IM
2,-22.5212,13.1453,1.0006,6.9955,2.1111,4.6933,13.5333,118.9999,156.9221,53.9999,0.0598,9.1348,2.3555,73.3332,25.2,0.3621,0.2324,0.167,0.3253,0.0846,0.1489,0.0918,0.075,0.1973,0.2316,0.2806,0.6943,0.4816,0.1476,0.379,BCC+FCC
2,-4.9275,14.8968,4.9268,7.41,1.8333,4.68,14.2334,103.8335,154.4836,66.0168,0.0469,4.963,3.9445,65.1113,27.0501,0.3411,0.1741,0.2408,0.2971,0.0662,0.3748,0.1049,0.0646,0.199,0.272,0.3688,0.755,0.448,0.1889,0.3724,BCC+FCC
1,-3.4583,13.2417,6.092,6.9687,1.7826,4.5696,14.4087,74.7826,142.0826,70.0913,0.0522,6.0329,4.9924,39.3195,27.6881,0.3924,0.1938,0.2771,0.3362,0.0696,0.4363,0.1062,0.0561,0.2056,0.3022,0.4152,0.6277,0.4411,0.1691,0.2936,IM
5,-10.3281,12.9664,2.8029,7.32,1.875,4.2363,9.5875,86.875,134.2,33.2875,0.0448,6.0769,3.8094,34.8438,12.8594,0.1556,0.3674,0.2977,0.5493,0.0715,0.3197,0.2514,0.026,0.2604,0.2845,0.5781,0.4959,0.4745,0.0793,0.3049,IM
4,-10.7513,14.2324,2.3616,7.6223,1.9231,4.7508,13.0077,115.8462,170.1538,75.9769,0.0558,5.7531,3.6828,70.2722,25.3396,0.3233,0.2198,0.2699,0.2942,0.0823,0.32,0.1804,0.071,0.1925,0.2655,0.4179,0.698,0.4069,0.1814,0.3314,IM
2,-13.0002,15.6119,2.359,8.1241,1.7143,4.6377,12.0792,167.4674,169.3959,72.0869,0.0637,6.02,3.58,108.5881,20.7701,0.2512,0.2849,0.1996,0.1027,0.0815,0.2635,0.286,0.0843,0.1535,0.1344,0.3863,0.8465,0.338,0.2105,0.3928,IM
1,-9.9033,11.0031,1.7477,7.2111,2.14,4.4567,17.103,233.95,143.29,73.311,0.03,6.5351,4.9451,180.914,12.3511,0.278,0.1276,0.1816,0.2619,0.087,0.1621,0.1771,0.0838,0.2514,0.2174,0.2931,0.839,0.2442,0.1187,0.1791,IM
1,-1.2347,13.2541,26.298,9.0436,1.6364,4.2055,6.8818,141.7273,153.1455,45.7545,0.0375,8.4198,1.3587,52.1653,28.3438,0.172,0.3869,0.141,0.3516,0.1964,0.294,0.133,0.0595,0.2191,0.2833,0.2481,0.4235,0.8173,0.1064,0.3822,BCC
1,-0.2176,5.7628,46.2931,8.875,2,5.075,13.55,159,191.95,61.8,0.0119,0.255,0.25,94,21.4,0.0526,0.0345,0.0114,0.0039,0.0079,0,0.0057,0.0148,0.0109,0.1429,0.0185,0.5912,0.3463,0.1425,0.3846,FCC
1,-11.9359,13.1453,2.5855,8.2422,1.3333,4.57,8.3333,151.7778,189.9667,73.6333,0.0737,7.8464,2.8444,79.7531,40.4148,0.26,0.3876,0.1915,0.2025,0.1258,0.3536,0.2565,0.0558,0.1331,0.195,0.3907,0.5339,0.5584,0.2333,0.537,IM
4,-28.6605,16.1784,1.0074,6.4943,2.1429,4.5157,12.4,119.1429,145.0714,46.7286,0.0736,11.5122,3.8571,62.1224,21.2612,0.4212,0.3432,0.215,0.3281,0.1161,0.1633,0.1771,0.0833,0.2157,0.2601,0.4243,0.6149,0.523,0.1336,0.3791,BCC
1,2.4444,10.9231,10.6116,7.545,1.7,4.229,7.64,97,139.58,32.11,0.0323,6.696,1.536,32.4,12.792,0.1113,0.2994,0.1887,0.4547,0.0737,0.2696,0.1863,0.0282,0.226,0.2491,0.2322,0.3775,0.4736,0.0565,0.248,BCC
1,-10.6507,11.0999,1.6263,7.1655,2.15,4.457,17.335,235.25,142.165,72.77,0.0311,6.5715,4.935,185.325,13.071,0.2877,0.1313,0.1858,0.2715,0.088,0.1661,0.1787,0.0857,0.2562,0.2248,0.2885,0.8479,0.253,0.1212,0.183,IM
1,0.8352,11.0707,30.7636,9.1065,2,4.1118,7.3235,124.4118,124.1824,29.3647,0.0438,6.6609,1.692,43.6332,9.3495,0.0782,0.4763,0.1797,0.4923,0.0758,0,0.1612,0.0425,0.1865,0.1586,0.2556,0.3751,0.5104,0.0614,0.2595,BCC
5,-5.9555,13.3785,4.1872,7.9332,1.8499,4.6724,11.6794,146.6774,170.1813,79.428,0.0357,2.0974,2.3213,58.9615,13.8637,0.2047,0.1478,0.1041,0.1087,0.0633,0.1931,0.105,0.0719,0.1019,0.1322,0.2939,0.6657,0.2609,0.1795,0.3005,FCC
2,-14.3844,11.3813,1.8173,8.7867,1.8889,4.3489,12.0667,96.111,166.2776,61.711,0.0532,2.3453,7.6889,61.2345,30.8345,0.2558,0.4101,0.4276,0.5877,0.1446,0.4632,0.3236,0.0311,0.295,0.3593,0.6786,0.8217,0.5871,0.0907,0.2131,IM
1,2.0817,10.9819,13.7425,9.3262,1.625,4.2637,7.6375,88.75,155.75,40.9625,0.0314,3.7078,1.2812,20.9375,14.1719,0.1047,0.3381,0.1972,0.486,0.0551,0.2979,0.1862,0.0201,0.2061,0.2041,0.2041,0.3057,0.4455,0.0728,0.2666,IM
1,-2.1555,11.5256,10.2837,7.165,1.75,4.35,12,220.25,151.775,80.975,0.0301,4.3925,4.85,139.875,17.025,0.172,0.1276,0.1446,0.0909,0.0612,0.2474,0.2043,0.0381,0.1716,0.1528,0.4956,0.7406,0.2829,0.2018,0.2799,BCC
2,-2.3375,11.5256,11.9755,7.455,1.5,4.32,7.1,130,166.625,51.925,0.0257,6.93,1.65,60,35.8875,0.1746,0.2206,0.166,0.2892,0.1852,0.3333,0.1563,0.0451,0.222,0.3044,0.2758,0.5131,0.8133,0.125,0.4374,BCC
1,-7.6467,13.3079,3.3382,7.8945,1.7872,4.7149,10.8319,139.7234,174.4404,75.4319,0.0444,1.7543,2.7252,52.9561,22.5124,0.2304,0.1674,0.1042,0.1257,0.0625,0.229,0.085,0.068,0.0625,0.1479,0.2753,0.4783,0.3517,0.2151,0.401,IM
1,-8.6767,10.8185,2.325,8.0305,1.7167,4.8486,11.448,130.09,176.0587,76.1797,0.0478,2.2327,3.3636,77.0236,28.4135,0.2501,0.1682,0.1379,0.1714,0.0681,0.2988,0.0546,0.0624,0.1171,0.1936,0.3485,0.6481,0.4206,0.2552,0.4725,IM
1,-1.9299,11.9817,12.1915,7.1719,1.6944,4.3931,10.7833,176.6667,155.2417,80.4528,0.0345,3.919,3.9259,89.8148,19.4969,0.211,0.1507,0.1352,0.103,0.061,0.2719,0.1765,0.0342,0.1372,0.1526,0.467,0.751,0.3077,0.2057,0.3032,BCC+FCC
1,-7.3738,14.6974,4.7407,9.2545,1.9091,4.1764,8.7091,103.7273,136.3,35.8182,0.0461,6.9904,3.2496,42.0165,14.0231,0.1443,0.4769,0.2709,0.5119,0.0826,0.2694,0.2249,0.0385,0.2524,0.2493,0.5672,0.4752,0.4791,0.0775,0.28,BCC
2,2.5489,13.381,13.245,9.91,1.8,4.166,7.22,112.6,142,36.48,0.0371,7.192,1.224,39.12,14.896,0.1113,0.4232,0.1888,0.4508,0.0813,0.2222,0.1702,0.0396,0.2285,0.2147,0.217,0.3775,0.4897,0.0696,0.2651,BCC
2,-16.9206,14.541,1.8562,9.0493,1.8,4.6107,11.1533,108.6665,178.8132,81.3666,0.0879,8.2896,4.6364,64.7109,30.0178,0.3534,0.4337,0.3734,0.4989,0.1343,0.3629,0.355,0.0736,0.2389,0.2832,0.5234,0.7981,0.4912,0.1738,0.3172,IM
2,-7.2091,8.1517,1.7306,7.3616,2.0699,4.2769,20.0007,393.9162,133.3636,72.5664,0.0189,3.6868,2.9513,152.8201,10.564,0.2019,0.0971,0.1261,0.1856,0.0809,0.1232,0.18,0.0796,0.2396,0.149,0.1838,0.4488,0.2129,0.181,0.2283,BCC+FCC
2,-4.2391,6.512,3.2827,6.2978,1.9495,4.3343,8.9818,137.0101,159.2162,57.4404,0.0128,1.6184,1.7612,17.0727,14.8867,0.1664,0.1238,0.1548,0.2025,0.0731,0.198,0.1238,0.0199,0.1096,0.1621,0.397,0.2653,0.3897,0.1045,0.2686,BCC
2,-5.0751,13.381,7.0714,9.846,1.6,4.366,6.58,166,194.84,72.94,0.0295,6.9984,1.736,83.2,53.928,0.1789,0.2791,0.2318,0.5237,0.2185,0.3062,0.1959,0.0451,0.2754,0.3536,0.3096,0.5633,0.7747,0.1591,0.4489,IM
