Pm,ΔS,ad-e/n,ad-HD,ad-G,δ-χ,δ-EWF,δ-HD,δ-G,Phase
2,13.9646,0.0342,70.355,22.42,0.0475,0.0589,0.6219,0.3656,FCC
4,13.4171,0.0347,66.6,23.044,0.0515,0.0616,0.5339,0.3644,FCC
1,11.7524,0.032,77.58,21.585,0.0498,0.0586,0.5946,0.3527,FCC
4,12.8287,0.0286,65.73,20.9875,0.0397,0.0562,0.4884,0.3593,FCC
4,12.9458,0.0271,78.4,19.8785,0.0404,0.0546,0.5582,0.3771,FCC
1,13.9646,0.0309,145.94,13.706,0.0815,0.0841,0.7558,0.2613,FCC
3,12.3696,0.0255,77.095,21.468,0.0501,0.0585,0.5679,0.3481,FCC
1,11.7524,0.0229,78.06,20.9895,0.0456,0.0593,0.5384,0.3425,FCC
1,12.9458,0.0452,92.92,20.245,0.0757,0.0621,0.6315,0.4585,BCC+FCC
2,14.0984,0.0852,62.2,34.2,0.1287,0.0795,0.5105,0.5767,IM
3,13.7183,0.1189,59.35,32.436,0.1761,0.0876,0.3959,0.613,IM
3,13.9646,0.1053,59.75,33.846,0.1619,0.0876,0.4419,0.5857,IM
3,13.7759,0.1129,74.72,30.759,0.1644,0.0981,0.5237,0.6124,IM
3,13.3763,0.1116,70.61,30.966,0.1642,0.0996,0.4818,0.6184,IM
3,13.7759,0.0941,68.965,39.425,0.1622,0.0797,0.4323,0.6471,IM
2,14.4284,0.1054,60.94,34.556,0.1588,0.0742,0.4928,0.6246,IM
3,13.9646,0.1046,62.1,32.579,0.1718,0.0798,0.4108,0.6186,IM
3,13.6346,0.1168,62.12,33.0575,0.1786,0.0967,0.4412,0.6999,IM
4,13.4813,0.1208,76.515,31.264,0.1767,0.0902,0.4889,0.7094,IM
1,12.6995,0.047,88.58,18.048,0.0841,0.0831,0.9325,0.329,BCC+FCC
1,13.2638,0.0331,165.585,14.826,0.0917,0.0921,0.696,0.2777,FCC
1,14.2397,0.0453,93.925,22.827,0.0817,0.0756,0.7874,0.3885,BCC+FCC
1,13.7759,0.0428,92.05,25.644,0.0774,0.0612,0.7544,0.4213,BCC+FCC
1,14.2109,0.0459,121.455,23.12,0.0874,0.0835,0.8084,0.3904,BCC+FCC
1,13.9646,0.0448,100.49,23.2425,0.0824,0.0788,0.7826,0.3907,BCC+FCC
1,14.3234,0.0454,100.675,26.622,0.0811,0.0716,0.7145,0.4442,BCC+FCC
1,13.6225,0.0458,122.3,27.9225,0.0847,0.0796,0.7193,0.4576,BCC+FCC
2,13.4171,0.082,59.845,33.52,0.1435,0.0778,0.3906,0.5842,IM
1,12.47,0.0278,157.51,7.214,0.0836,0.0846,0.7329,0.173,FCC
1,13.7759,0.0347,152.04,13.7025,0.0841,0.0839,0.6913,0.2408,FCC
1,13.3763,0.0288,164.605,12.035,0.083,0.0789,0.6755,0.2457,FCC
1,14.2397,0.0345,147.24,16.719,0.0827,0.0814,0.663,0.2886,FCC
1,13.3046,0.0348,173.76,15.89,0.0876,0.0915,0.6576,0.2918,FCC
1,14.0696,0.0322,126.43,18.361,0.0787,0.0841,0.693,0.3095,FCC
2,14.3159,0.0888,59.145,36.02,0.1585,0.0744,0.4148,0.6111,IM
3,14.3809,0.0913,61.635,34.668,0.1497,0.08,0.4029,0.6073,IM
3,14.2397,0.0956,59.25,36.408,0.1598,0.0857,0.3831,0.6076,IM
1,14.3234,0.0648,62.04,43.445,0.1652,0.0566,0.4858,0.6547,IM
2,13.6225,0.1064,60.45,38.95,0.1653,0.0793,0.3182,0.5916,IM
2,13.4813,0.1045,55.645,33.8235,0.1612,0.0787,0.3041,0.6015,IM
4,13.6225,0.1053,61.55,32.6355,0.1599,0.0805,0.3518,0.5977,IM
2,13.3763,0.0884,62.1,30.918,0.1421,0.0817,0.3946,0.594,IM
2,14.2109,0.0826,63.13,30.8155,0.1189,0.0785,0.4996,0.6084,IM
2,13.7759,0.0701,61.28,33.8665,0.1137,0.0787,0.4829,0.601,IM
2,13.4813,0.0738,61.085,30.736,0.1178,0.079,0.4223,0.5645,IM
3,14.0221,0.1068,61,31.5235,0.1526,0.0869,0.4171,0.5964,IM
2,13.3809,0.0988,60.9,35.3,0.1614,0.0832,0.3243,0.6432,IM
2,14.5697,0.0981,67.45,37.333,0.1649,0.0983,0.5165,0.61,IM
4,13.9934,0.0737,73.65,31.48,0.1097,0.0657,0.4674,0.4279,IM
2,13.7759,0.1255,62.52,31.08,0.1777,0.1052,0.447,0.5879,IM
4,13.9646,0.0714,60.9,32.9305,0.1378,0.0817,0.4511,0.5924,IM
2,13.9646,0.1011,59.65,32.53,0.1383,0.0939,0.4845,0.5654,IM
3,13.3763,0.1017,62.63,31.3925,0.1633,0.095,0.4075,0.6639,IM
2,14.5697,0.0962,64.48,34.2435,0.1685,0.0859,0.4305,0.5948,IM
2,14.0984,0.0982,62.3,35.472,0.1739,0.0882,0.3894,0.6196,IM
2,13.6058,0.0805,62.6,37.441,0.1784,0.0848,0.408,0.6943,IM
3,14.5697,0.0739,60.51,31.0225,0.1531,0.0804,0.4115,0.6364,IM
4,14.4284,0.081,63.76,32.2025,0.1647,0.0852,0.4389,0.6848,IM
3,14.5697,0.0827,61.96,35.355,0.1629,0.0847,0.4236,0.6545,IM
2,13.7759,0.0835,61.155,36.31,0.1644,0.0819,0.3744,0.6547,IM
4,13.8401,0.0888,61.325,30.6575,0.1532,0.0901,0.3907,0.6363,IM
2,14.3809,0.0928,62.865,32.8425,0.1682,0.0905,0.4271,0.7374,IM
3,14.2397,0.0948,61.8,32.6,0.1694,0.0927,0.4234,0.7239,IM
2,13.8401,0.0972,59.55,36.971,0.1751,0.0894,0.3561,0.6948,IM
2,13.6225,0.0832,62.4,37.026,0.1615,0.0791,0.3478,0.6721,IM
2,14.3234,0.0934,61.025,32.576,0.1567,0.0792,0.4319,0.652,IM
2,13.9646,0.0966,59.975,34.849,0.1579,0.079,0.4181,0.6233,IM
3,14.2397,0.0887,58.305,31.522,0.1582,0.0794,0.3428,0.6126,IM
3,14.2397,0.1054,59.52,32.0165,0.1741,0.0878,0.3618,0.5995,IM
3,14.2397,0.1095,59.12,31.074,0.1652,0.09,0.3825,0.5795,IM
3,13.9813,0.1113,60.2,31.496,0.1643,0.0919,0.3659,0.5975,IM
4,13.5221,0.1111,60.2,31.604,0.1631,0.088,0.3386,0.5931,IM
3,13.4459,0.0966,61.84,33.6765,0.1295,0.0858,0.4495,0.6213,IM
2,13.4459,0.0992,62.535,33.337,0.1309,0.0881,0.4467,0.6086,IM
3,13.4171,0.0378,63.64,21.06,0.0477,0.0564,0.5307,0.3529,FCC
4,12.152,0.0335,77.575,22.35,0.0466,0.0549,0.5105,0.3744,FCC
4,12.152,0.0317,73.95,20.995,0.0514,0.061,0.6026,0.3395,FCC
1,12.6995,0.0311,78.4,19.99,0.0506,0.0591,0.5563,0.3644,FCC
1,13.1634,0.0471,96.36,20.568,0.0835,0.082,0.936,0.344,BCC+FCC
1,12.9458,0.0325,173.44,15.605,0.0942,0.0907,0.6591,0.2667,FCC
1,13.6225,0.0461,99.8,21.758,0.083,0.0808,0.8835,0.3615,BCC+FCC
1,14.1058,0.0444,85.3,21.8095,0.0749,0.0679,0.7377,0.4001,BCC+FCC
4,14.4284,0.1269,67.815,30.9,0.1759,0.1013,0.5068,0.5833,IM
3,14.2397,0.1236,72.9,34.746,0.1726,0.0914,0.4433,0.6365,IM
3,14.5697,0.1124,61.05,32.6785,0.1686,0.0837,0.5334,0.6391,IM
3,12.152,0.0368,66,19.365,0.0532,0.0627,0.4364,0.321,FCC
1,13.1708,0.0375,147.265,10.124,0.087,0.0877,0.7821,0.1854,FCC
1,13.3763,0.0318,143.9,12.6425,0.0812,0.0773,0.7707,0.2049,FCC
1,13.2638,0.0307,157.57,15.532,0.0893,0.0904,0.6403,0.2489,FCC
1,13.6346,0.0317,143.28,16.401,0.0851,0.0838,0.6376,0.2586,FCC
2,14.0221,0.1009,61.95,32.392,0.1539,0.0798,0.3982,0.6185,IM
4,14.4284,0.1143,61.675,30.7055,0.1652,0.075,0.3942,0.5826,IM
4,13.6346,0.1127,61.205,30.696,0.1658,0.0823,0.4155,0.6128,IM
2,13.6346,0.118,59.455,30.232,0.1665,0.0832,0.3885,0.5981,IM
2,14.3234,0.1177,62.36,30.4125,0.1723,0.0828,0.4255,0.6455,IM
3,12.2116,0.0349,79.42,18.282,0.0552,0.06,0.5522,0.3243,FCC
3,14.0696,0.126,63.15,31.91,0.1732,0.0864,0.5514,0.5713,IM
4,14.2109,0.1159,64.12,32.24,0.1768,0.0904,0.4483,0.5922,IM
3,14.4284,0.1196,66.12,32.604,0.1727,0.0885,0.4735,0.6047,IM
3,13.4171,0.0965,61.595,33.22,0.1745,0.0873,0.3892,0.6822,IM
2,13.8401,0.1145,80.445,32.9,0.1633,0.0753,0.4684,0.7322,IM
2,13.6225,0.1143,76.585,38.324,0.171,0.0781,0.4716,0.7134,IM
3,13.4459,0.1115,60.54,35.82,0.1707,0.0787,0.3586,0.6168,IM
3,14.5697,0.0906,80,34.114,0.1188,0.0618,0.4948,0.545,IM
3,14.2109,0.0922,61.98,34.704,0.1618,0.0827,0.5016,0.5788,IM
3,14.6747,0.1003,66.27,34.985,0.1712,0.0933,0.4841,0.6147,IM
3,14.6747,0.1015,69.92,34.415,0.1588,0.0906,0.5174,0.5813,IM
2,14.5697,0.1009,59.03,32.484,0.1747,0.0939,0.4504,0.6276,IM
2,14.6747,0.0999,58.55,32.5705,0.164,0.0886,0.4532,0.5965,IM
2,14.4284,0.1005,60.32,36.443,0.1728,0.0905,0.4174,0.6089,IM
3,14.6747,0.1085,59.06,33.175,0.1641,0.0936,0.4183,0.5547,IM
3,14.0696,0.0975,61.81,33.731,0.1707,0.0892,0.4236,0.6564,IM
2,14.4284,0.1045,61.585,33.888,0.1678,0.0927,0.4208,0.6163,IM
4,14.3234,0.1006,64.3,35.9435,0.159,0.0858,0.4196,0.5972,IM
3,14.3809,0.1176,59.58,38.2185,0.1635,0.0837,0.3324,0.5695,IM
3,14.3234,0.1144,59.5,31.095,0.1662,0.0907,0.3966,0.5779,IM
1,13.4171,0.0458,63.74,18.674,0.0716,0.0778,0.6407,0.2993,BCC+FCC
1,13.8809,0.0486,101.51,22.364,0.0844,0.0823,0.7961,0.375,BCC+FCC
1,13.6634,0.0476,107.4,21.47,0.0818,0.082,0.7326,0.3706,BCC+FCC
1,12.8287,0.0446,73.14,20.502,0.0723,0.0684,0.5261,0.3697,BCC+FCC
3,14.4284,0.1201,60.2,30.74,0.169,0.0912,0.4404,0.582,IM
3,14.1821,0.1191,61.905,30.7715,0.1669,0.0926,0.413,0.5826,IM
3,13.6225,0.1008,60.1,37.541,0.1663,0.082,0.3559,0.6756,IM
3,13.6225,0.1061,60.95,31.326,0.1701,0.0889,0.3694,0.6817,IM
3,13.9646,0.0893,60.325,34.302,0.1756,0.0779,0.3863,0.7159,IM
2,14.4284,0.0771,61.785,32.072,0.1633,0.0763,0.4342,0.668,IM
2,14.0984,0.0946,52.2,30.866,0.1667,0.0874,0.3156,0.6204,IM
3,13.4171,0.0827,60.78,39.446,0.1797,0.0816,0.383,0.6971,IM
3,13.8401,0.1156,60.535,35.009,0.1786,0.0895,0.3401,0.6732,IM
2,13.6225,0.1182,61.95,32.055,0.1741,0.0896,0.3504,0.6615,IM
3,13.7759,0.0864,49.7,30.983,0.1596,0.0826,0.2622,0.5877,IM
2,13.7638,0.0964,48.135,32.005,0.1551,0.083,0.2479,0.5825,IM
2,13.4813,0.1029,52.84,31.316,0.1617,0.0799,0.2821,0.6047,IM
3,13.6634,0.1108,60.04,31.284,0.1634,0.081,0.3492,0.6292,IM
3,14.1058,0.1023,73.115,36.05,0.1622,0.0902,0.4757,0.6186,IM
2,14.4284,0.1125,67.22,32.082,0.1739,0.0983,0.449,0.5807,IM
3,14.0984,0.101,77.16,32.196,0.1553,0.085,0.4915,0.6162,IM
2,14.2109,0.0706,60.54,32.832,0.1662,0.0855,0.5068,0.6317,IM
2,14.5697,0.0779,61.19,34.2675,0.1669,0.0855,0.4281,0.6089,IM
2,14.0696,0.0867,62.62,30.545,0.173,0.0908,0.4278,0.6796,IM
2,14.4284,0.0889,69.04,31.797,0.1618,0.0893,0.4634,0.6481,IM
2,14.2109,0.088,59.56,33.69,0.1681,0.0893,0.4269,0.6042,IM
3,13.9646,0.094,59.6,37.4435,0.1802,0.0871,0.3475,0.6773,IM
2,13.9646,0.0834,60.5,35.3225,0.1598,0.0809,0.3523,0.6135,IM
3,14.2109,0.1154,61.98,30.525,0.1719,0.0953,0.4631,0.579,IM
3,14.4284,0.0962,59.29,30.76,0.1654,0.0863,0.3661,0.5886,IM
2,14.4284,0.1019,61.135,30.6585,0.1683,0.0868,0.3802,0.5785,IM
3,14.1821,0.0985,60.15,33.6615,0.1694,0.085,0.3595,0.5909,IM
2,13.8809,0.1006,59.55,30.294,0.1681,0.0847,0.3447,0.5986,IM
3,13.8809,0.0951,59.25,31.002,0.1609,0.0865,0.3482,0.6066,IM
2,13.9646,0.0837,63.025,31.444,0.1797,0.0804,0.3962,0.678,IM
4,13.9813,0.1017,60.78,36.5375,0.1734,0.0851,0.3399,0.6769,IM
4,13.9813,0.0959,62.7,36.0225,0.1613,0.0793,0.3479,0.657,IM
2,13.5221,0.1017,60.27,36.26,0.1582,0.0799,0.3348,0.6652,IM
3,13.5008,0.0852,47.05,31.362,0.1731,0.0841,0.2572,0.5912,IM
2,13.2283,0.0413,45.05,11.82,0.1088,0.0615,0.3875,0.4053,BCC
2,12.3408,0.0413,40.65,12.68,0.0949,0.0557,0.4255,0.3657,BCC
1,13.3763,0.0463,85.225,17.3725,0.0783,0.0777,1.0105,0.3052,BCC+FCC
1,13.8401,0.0485,83.65,16.862,0.0814,0.0783,1.0128,0.3175,BCC+FCC
2,14.5697,0.104,36.8,30.8215,0.1435,0.0857,0.4985,0.6104,IM
2,13.9646,0.0928,59.755,36.325,0.1763,0.1009,0.5247,0.5977,IM
2,14.6747,0.109,61.6,32.17,0.1654,0.0904,0.5408,0.5647,IM
4,14.6747,0.1063,59.765,32.085,0.1648,0.0849,0.5141,0.5647,IM
1,13.0175,0.0472,64.655,19.272,0.0709,0.0644,0.85,0.3167,BCC+FCC
2,14.0696,0.1211,59.45,32.765,0.1765,0.0849,0.5582,0.5906,IM
3,14.2397,0.0965,61.74,33.101,0.1777,0.0923,0.5971,0.7013,IM
3,14.0696,0.1149,65.79,33.34,0.1581,0.0816,0.6632,0.606,IM
2,13.1587,0.0399,37.6,13.8185,0.1095,0.0469,0.319,0.4929,BCC
4,12.8287,0.0366,35.96,13.431,0.1044,0.0417,0.3509,0.4446,BCC
3,14.1058,0.098,60.25,32.4865,0.1765,0.1017,0.5222,0.5869,IM
3,14.6747,0.0912,54.56,31.91,0.1659,0.0914,0.4696,0.5607,IM
2,14.3159,0.0962,54.92,32.029,0.1652,0.0908,0.4688,0.5484,IM
2,13.8809,0.0841,60.195,36.178,0.1633,0.0772,0.5152,0.6102,IM
2,12.2116,0.0426,41.705,12.39,0.1047,0.0479,0.3558,0.4109,BCC
2,12.8046,0.0417,34.69,11.088,0.1083,0.0427,0.2997,0.4859,BCC
3,13.1708,0.0383,32.96,14.246,0.1085,0.0434,0.2731,0.4842,BCC
3,14.3234,0.0794,51.34,30.538,0.1635,0.0937,0.4673,0.582,IM
2,12.8287,0.0381,49.05,13.796,0.1376,0.0512,0.415,0.6,BCC
2,13.2638,0.0423,48.65,13.778,0.1272,0.0439,0.4691,0.6764,BCC
2,13.4171,0.0429,36.115,13.911,0.1359,0.0469,0.3174,0.529,BCC
4,14.0696,0.038,34.7,15.529,0.0867,0.0382,0.3026,0.4449,BCC
2,13.7759,0.04,37.85,12.735,0.0936,0.0426,0.3181,0.4068,BCC
4,13.4171,0.0464,33.5,14.5845,0.0805,0.0375,0.3171,0.3628,BCC
3,13.2638,0.0331,36.18,12.602,0.0863,0.0387,0.3381,0.4067,BCC
2,13.6225,0.04,33.37,15.415,0.0862,0.0319,0.2977,0.4798,BCC
4,13.3763,0.0386,34.47,14.015,0.0878,0.0322,0.307,0.4539,BCC
4,14.1821,0.0436,38.185,13.4,0.0874,0.0411,0.3457,0.409,BCC
4,13.9813,0.0394,33.94,11.9045,0.0792,0.0328,0.3355,0.3861,BCC
2,13.3763,0.0408,31.17,13.4815,0.0742,0.0345,0.3448,0.3697,BCC
4,13.6225,0.0467,41.72,9.9815,0.0957,0.0453,0.3509,0.3703,BCC
3,14.5697,0.0444,38.1,12.86,0.0874,0.0375,0.348,0.4153,BCC
3,13.9646,0.0461,39.295,11.929,0.0822,0.0349,0.3817,0.4007,BCC
2,13.9934,0.0452,36.47,12.8185,0.0757,0.0339,0.3989,0.4307,BCC
4,13.4171,0.0416,29.82,15.195,0.0666,0.0286,0.3735,0.4726,BCC
