Pm,e/a,EWF,ad-e/n,δ-e/n,δ-ρ,δ-Ec,δ-G,δ-υ,Phase
4,1.7,4.82,0.0378,0.1488,0.1067,0.1231,0.3245,0.1391,FCC
3,1.8,4.865,0.029,0.1206,0.0865,0.0934,0.3302,0.156,FCC
2,1.7,4.8075,0.0342,0.136,0.0932,0.1025,0.3656,0.1758,FCC
4,1.8,4.81,0.0347,0.1356,0.0979,0.0713,0.3644,0.2041,FCC
1,1.9,4.9225,0.032,0.1373,0.1048,0.0809,0.3527,0.1603,FCC
4,1.8,4.7525,0.0286,0.12,0.0887,0.0923,0.3593,0.1672,FCC
4,1.75,4.8175,0.0271,0.1213,0.0861,0.1019,0.3771,0.1584,FCC
1,1.85,4.6125,0.0309,0.1175,0.082,0.1572,0.2613,0.2006,FCC
3,1.8,4.6775,0.0255,0.1043,0.074,0.0925,0.3481,0.2008,FCC
1,1.85,4.7025,0.0229,0.0913,0.0688,0.0929,0.3425,0.1866,FCC
1,1.8,4.677,0.0452,0.1966,0.1922,0.1155,0.4585,0.1771,BCC+FCC
2,1.6,4.478,0.0852,0.4437,0.2975,0.2034,0.5767,0.2534,IM
3,1.85,4.495,0.1189,0.5479,0.3375,0.3017,0.613,0.1689,IM
3,1.7,4.4925,0.1053,0.5129,0.3129,0.2732,0.5857,0.222,IM
3,1.7,4.59,0.1129,0.5196,0.2914,0.277,0.6124,0.1958,IM
3,1.75,4.6075,0.1116,0.5165,0.2918,0.2676,0.6184,0.1977,IM
3,1.6,4.567,0.0941,0.486,0.2819,0.22,0.6471,0.1834,IM
2,1.55,4.495,0.1054,0.5198,0.3238,0.2802,0.6246,0.2242,IM
3,1.7,4.485,0.1046,0.5986,0.3672,0.2581,0.6186,0.1831,IM
3,1.7,4.4725,0.1168,0.5808,0.3253,0.2675,0.6999,0.218,IM
4,1.7,4.5675,0.1208,0.5434,0.3403,0.3178,0.7094,0.1743,IM
1,1.95,4.7195,0.047,0.1977,0.1916,0.1156,0.329,0.175,BCC+FCC
1,1.95,4.5565,0.0331,0.1397,0.1271,0.1837,0.2777,0.2114,FCC
1,1.9,4.6395,0.0453,0.192,0.1884,0.1158,0.3885,0.2093,BCC+FCC
1,1.75,4.542,0.0428,0.1842,0.1806,0.1164,0.4213,0.2526,BCC+FCC
1,1.95,4.677,0.0459,0.1928,0.1915,0.1368,0.3904,0.2048,BCC+FCC
1,1.95,4.697,0.0448,0.1914,0.1909,0.1154,0.3907,0.1962,BCC+FCC
1,1.85,4.6245,0.0454,0.1898,0.1888,0.1161,0.4442,0.2339,BCC+FCC
1,1.8,4.6955,0.0458,0.1795,0.1685,0.1338,0.4576,0.256,BCC+FCC
2,1.85,4.595,0.082,0.3778,0.3173,0.2444,0.5842,0.2265,IM
1,1.95,4.525,0.0278,0.1191,0.0885,0.1803,0.173,0.1556,FCC
1,1.95,4.4975,0.0347,0.1462,0.1132,0.2018,0.2408,0.1877,FCC
1,1.85,4.465,0.0288,0.1209,0.088,0.1886,0.2457,0.205,FCC
1,1.9,4.49,0.0345,0.1458,0.1139,0.2017,0.2886,0.2144,FCC
1,1.85,4.4925,0.0348,0.1454,0.1101,0.2131,0.2918,0.2329,FCC
1,1.9,4.665,0.0322,0.1276,0.0986,0.1547,0.3095,0.2166,FCC
2,1.75,4.496,0.0888,0.4591,0.3146,0.2038,0.6111,0.1737,IM
3,1.75,4.5495,0.0913,0.4424,0.2907,0.2038,0.6073,0.1913,IM
3,1.7,4.528,0.0956,0.4832,0.2787,0.2102,0.6076,0.2082,IM
1,1.6,4.465,0.0648,0.3819,0.285,0.2022,0.6547,0.2213,IM
2,1.85,4.5975,0.1064,0.499,0.375,0.3115,0.5916,0.2009,IM
2,1.75,4.58,0.1045,0.5012,0.2992,0.2403,0.6015,0.1722,IM
4,1.75,4.5625,0.1053,0.526,0.3381,0.2546,0.5977,0.1884,IM
2,1.9,4.5705,0.0884,0.4176,0.3574,0.2415,0.594,0.196,IM
2,1.75,4.491,0.0826,0.418,0.3231,0.2013,0.6084,0.226,IM
2,1.7,4.4895,0.0701,0.3875,0.323,0.1667,0.601,0.2545,IM
2,1.8,4.5755,0.0738,0.357,0.2572,0.1614,0.5645,0.2322,IM
3,1.7,4.5025,0.1068,0.5241,0.3072,0.2775,0.5964,0.2061,IM
2,1.9,4.6,0.0988,0.4553,0.3742,0.2853,0.6432,0.201,IM
2,1.7,4.507,0.0981,0.5322,0.3181,0.2023,0.61,0.2216,IM
4,1.6,4.685,0.0737,0.3681,0.3042,0.2598,0.4279,0.2318,IM
2,1.85,4.475,0.1255,0.6889,0.3136,0.2756,0.5879,0.1949,IM
4,1.8,4.575,0.0714,0.3666,0.3554,0.2248,0.5924,0.2226,IM
2,1.75,4.5775,0.1011,0.4921,0.3319,0.2515,0.5654,0.245,IM
3,1.7,4.508,0.1017,0.5395,0.2838,0.2181,0.6639,0.1944,IM
2,1.7,4.4655,0.0962,0.5967,0.3485,0.2499,0.5948,0.1974,IM
2,1.7,4.508,0.0982,0.5788,0.3226,0.2351,0.6196,0.1781,IM
2,1.7,4.486,0.0805,0.5141,0.3277,0.1899,0.6943,0.1546,IM
3,1.75,4.4845,0.0739,0.4373,0.3297,0.1817,0.6364,0.1713,IM
4,1.75,4.466,0.081,0.4885,0.347,0.1878,0.6848,0.1727,IM
3,1.7,4.4745,0.0827,0.4829,0.3267,0.1949,0.6545,0.1978,IM
2,1.7,4.5395,0.0835,0.4728,0.302,0.1924,0.6547,0.1545,IM
4,1.75,4.528,0.0888,0.4729,0.3002,0.1937,0.6363,0.1943,IM
2,1.75,4.477,0.0928,0.5112,0.3151,0.1957,0.7374,0.1993,IM
3,1.75,4.4695,0.0948,0.5299,0.3218,0.1972,0.7239,0.1978,IM
2,1.7,4.543,0.0972,0.5127,0.2743,0.2028,0.6948,0.1822,IM
2,1.75,4.5675,0.0832,0.4225,0.341,0.2349,0.6721,0.2078,IM
2,1.6,4.4675,0.0934,0.5416,0.3202,0.244,0.652,0.2023,IM
2,1.65,4.475,0.0966,0.5434,0.3621,0.2564,0.6233,0.2263,IM
3,1.75,4.52,0.0887,0.4811,0.3393,0.2263,0.6126,0.1799,IM
3,1.75,4.4875,0.1054,0.6247,0.3383,0.2463,0.5995,0.1792,IM
3,1.75,4.475,0.1095,0.6287,0.3335,0.2588,0.5795,0.1976,IM
3,1.75,4.5125,0.1113,0.5925,0.3218,0.2559,0.5975,0.1985,IM
4,1.75,4.5725,0.1111,0.565,0.3117,0.2542,0.5931,0.1784,IM
3,1.6,4.49,0.0966,0.497,0.2935,0.2573,0.6213,0.2568,IM
2,1.6,4.4825,0.0992,0.5155,0.2956,0.2582,0.6086,0.2547,IM
3,1.75,4.7475,0.0378,0.1719,0.094,0.1628,0.3529,0.1362,FCC
4,1.9,4.8975,0.0335,0.1625,0.0874,0.1341,0.3744,0.1446,FCC
4,1.95,4.899,0.0317,0.1437,0.1328,0.0699,0.3395,0.1429,FCC
1,1.9,4.859,0.0311,0.1445,0.1326,0.0844,0.3644,0.1389,FCC
1,1.95,4.752,0.0471,0.1959,0.1923,0.1232,0.344,0.1637,BCC+FCC
1,1.95,4.5115,0.0325,0.1396,0.1261,0.193,0.2667,0.2063,FCC
1,1.95,4.7445,0.0461,0.1945,0.1921,0.1231,0.3615,0.1696,BCC+FCC
1,1.85,4.6995,0.0444,0.1949,0.191,0.1156,0.4001,0.1596,BCC+FCC
4,1.9,4.6,0.1269,0.5515,0.3189,0.2957,0.5833,0.1395,IM
3,1.9,4.6175,0.1236,0.5397,0.3501,0.3225,0.6365,0.1459,IM
3,1.85,4.5875,0.1124,0.4704,0.3884,0.3027,0.6391,0.1598,IM
3,1.95,4.7825,0.0368,0.2057,0.2186,0.1902,0.321,0.1472,FCC
1,1.95,4.6075,0.0375,0.2054,0.2253,0.2658,0.1854,0.158,FCC
1,1.9,4.5175,0.0318,0.1424,0.1034,0.1863,0.2049,0.1506,FCC
1,1.95,4.555,0.0307,0.122,0.095,0.1943,0.2489,0.2013,FCC
1,1.95,4.5325,0.0317,0.1342,0.1058,0.1955,0.2586,0.1957,FCC
2,1.75,4.562,0.1009,0.4707,0.2787,0.2148,0.6185,0.1396,IM
4,1.7,4.5325,0.1143,0.56,0.3241,0.2656,0.5826,0.1399,IM
4,1.9,4.5165,0.1127,0.5063,0.3666,0.3002,0.6128,0.1491,IM
2,1.85,4.4975,0.118,0.5429,0.3405,0.3002,0.5981,0.1487,IM
2,1.85,4.5175,0.1177,0.5163,0.361,0.3071,0.6455,0.1485,IM
3,1.8,4.6575,0.0349,0.1797,0.0853,0.2031,0.3243,0.1584,FCC
3,1.6,4.5675,0.126,0.5732,0.2953,0.2711,0.5713,0.1372,IM
4,1.75,4.575,0.1159,0.5951,0.328,0.2408,0.5922,0.141,IM
3,1.7,4.595,0.1196,0.5604,0.296,0.2492,0.6047,0.1405,IM
3,1.7,4.527,0.0965,0.5365,0.293,0.204,0.6822,0.1194,IM
2,1.6,4.5975,0.1145,0.5396,0.3523,0.2902,0.7322,0.1245,IM
2,1.7,4.6075,0.1143,0.4973,0.3627,0.3162,0.7134,0.1589,IM
3,1.6,4.5725,0.1115,0.5712,0.2733,0.2459,0.6168,0.1344,IM
3,1.85,4.717,0.0906,0.3794,0.4076,0.2818,0.545,0.1618,IM
3,1.8,4.51,0.0922,0.4802,0.3348,0.1956,0.5788,0.15,IM
3,1.8,4.5385,0.1003,0.5273,0.3152,0.1948,0.6147,0.1425,IM
3,1.8,4.601,0.1015,0.485,0.3038,0.1964,0.5813,0.1457,IM
2,1.85,4.471,0.1009,0.5521,0.3282,0.1929,0.6276,0.1401,IM
2,1.85,4.501,0.0999,0.505,0.322,0.1955,0.5965,0.1465,IM
2,1.75,4.5445,0.1005,0.5322,0.2854,0.1988,0.6089,0.1434,IM
3,1.8,4.5805,0.1085,0.5135,0.2594,0.2036,0.5547,0.1455,IM
3,1.8,4.5235,0.0975,0.5191,0.3155,0.1958,0.6564,0.1365,IM
2,1.8,4.5645,0.1045,0.5191,0.2869,0.1992,0.6163,0.1401,IM
4,1.75,4.5995,0.1006,0.4874,0.275,0.2026,0.5972,0.1453,IM
3,1.85,4.6475,0.1176,0.5423,0.344,0.2912,0.5695,0.1568,IM
3,1.85,4.6,0.1144,0.5275,0.3044,0.2331,0.5779,0.1507,IM
1,2,4.669,0.0458,0.1861,0.1626,0.1174,0.2993,0.147,BCC+FCC
1,2,4.7195,0.0486,0.2014,0.1988,0.1242,0.375,0.1739,BCC+FCC
1,2,4.768,0.0476,0.1907,0.1813,0.1298,0.3706,0.1696,BCC+FCC
1,2,4.6155,0.0446,0.1843,0.1798,0.1131,0.3697,0.1634,BCC+FCC
3,1.85,4.52,0.1201,0.5676,0.3371,0.2861,0.582,0.1483,IM
3,1.9,4.555,0.1191,0.5433,0.336,0.288,0.5826,0.1501,IM
3,1.8,4.582,0.1008,0.501,0.3517,0.2386,0.6756,0.1424,IM
3,1.9,4.542,0.1061,0.516,0.3624,0.2388,0.6817,0.1369,IM
3,1.8,4.4945,0.0893,0.4956,0.3303,0.2073,0.7159,0.1421,IM
2,1.8,4.4675,0.0771,0.4603,0.3525,0.1832,0.668,0.1307,IM
2,1.8,4.513,0.0946,0.5046,0.2856,0.1922,0.6204,0.1289,IM
3,1.7,4.5085,0.0827,0.5127,0.3105,0.1904,0.6971,0.1387,IM
3,1.75,4.54,0.1156,0.5983,0.3158,0.2663,0.6732,0.1354,IM
2,1.8,4.535,0.1182,0.5818,0.3247,0.2768,0.6615,0.1371,IM
3,1.85,4.5275,0.0864,0.4688,0.3403,0.2224,0.5877,0.1275,IM
2,1.85,4.5725,0.0964,0.4673,0.3156,0.2356,0.5825,0.1379,IM
2,1.8,4.57,0.1029,0.5037,0.3063,0.2303,0.6047,0.1409,IM
3,1.9,4.53,0.1108,0.5023,0.369,0.2892,0.6292,0.1579,IM
3,1.7,4.622,0.1023,0.5161,0.2693,0.2074,0.6186,0.1361,IM
2,1.8,4.5805,0.1125,0.6019,0.3055,0.2267,0.5807,0.1287,IM
3,1.8,4.616,0.101,0.5176,0.363,0.2334,0.6162,0.1283,IM
2,1.8,4.47,0.0706,0.4701,0.369,0.1653,0.6317,0.1241,IM
2,1.75,4.5095,0.0779,0.478,0.3205,0.1735,0.6089,0.1249,IM
2,1.8,4.5035,0.0867,0.5173,0.3351,0.1806,0.6796,0.1174,IM
2,1.8,4.566,0.0889,0.4807,0.3231,0.1836,0.6481,0.1245,IM
2,1.85,4.5825,0.088,0.4615,0.3484,0.2087,0.6042,0.1399,IM
3,1.8,4.57,0.094,0.4951,0.3347,0.2108,0.6773,0.1437,IM
2,1.8,4.595,0.0834,0.4389,0.3399,0.2127,0.6135,0.137,IM
3,1.8,4.585,0.1154,0.5968,0.3316,0.2321,0.579,0.14,IM
3,1.8,4.565,0.0962,0.5131,0.3263,0.2121,0.5886,0.1325,IM
2,1.8,4.5625,0.1019,0.553,0.3454,0.2234,0.5785,0.1335,IM
3,1.75,4.58,0.0985,0.5268,0.3117,0.2122,0.5909,0.1391,IM
2,1.8,4.555,0.1006,0.5483,0.3456,0.2239,0.5986,0.129,IM
3,1.8,4.6025,0.0951,0.4749,0.2742,0.2029,0.6066,0.1329,IM
2,1.7,4.4665,0.0837,0.5882,0.3584,0.2099,0.678,0.1231,IM
4,1.7,4.555,0.1017,0.567,0.3386,0.2487,0.6769,0.1245,IM
4,1.7,4.575,0.0959,0.5214,0.3563,0.2522,0.657,0.1246,IM
2,1.7,4.61,0.1017,0.525,0.3415,0.2599,0.6652,0.1258,IM
3,1.75,4.475,0.0852,0.5187,0.3042,0.1847,0.5912,0.1163,IM
2,1.7,4.1715,0.0413,0.6004,0.3425,0.1464,0.4053,0.0594,BCC
2,1.6,4.2315,0.0413,0.5742,0.3412,0.1462,0.3657,0.0647,BCC
1,1.8,4.693,0.0463,0.1825,0.1638,0.1324,0.3052,0.1534,BCC+FCC
1,1.75,4.6855,0.0485,0.1928,0.1665,0.1268,0.3175,0.1829,BCC+FCC
2,1.55,4.4745,0.104,0.4932,0.3087,0.2288,0.6104,0.2139,IM
2,1.75,4.4835,0.0928,0.561,0.344,0.1886,0.5977,0.1795,IM
2,1.75,4.506,0.109,0.5276,0.3186,0.2174,0.5647,0.1365,IM
4,1.75,4.4735,0.1063,0.5231,0.3215,0.2189,0.5647,0.1387,IM
1,1.75,4.6205,0.0472,0.1923,0.1696,0.1369,0.3167,0.1276,BCC+FCC
2,1.6,4.534,0.1211,0.5831,0.3237,0.2674,0.5906,0.1374,IM
3,1.75,4.474,0.0965,0.5567,0.3665,0.2037,0.7013,0.1323,IM
3,1.55,4.571,0.1149,0.4987,0.2924,0.2491,0.606,0.1268,IM
2,1.8,4.124,0.0399,0.6646,0.3915,0.1643,0.4929,0.0717,BCC
4,1.6,4.1965,0.0366,0.5738,0.3871,0.1678,0.4446,0.0698,BCC
3,1.7,4.472,0.098,0.6193,0.2948,0.2063,0.5869,0.1316,IM
3,1.85,4.471,0.0912,0.5119,0.3432,0.1824,0.5607,0.1366,IM
2,1.85,4.481,0.0962,0.5113,0.334,0.1893,0.5484,0.1416,IM
2,1.8,4.484,0.0841,0.4614,0.3484,0.1904,0.6102,0.1548,IM
2,1.65,4.1515,0.0426,0.5802,0.3161,0.1467,0.4109,0.075,BCC
2,1.8,4.133,0.0417,0.5007,0.3463,0.1418,0.4859,0.0749,BCC
3,1.75,4.13,0.0383,0.5505,0.3575,0.1384,0.4842,0.0836,BCC
3,1.85,4.497,0.0794,0.4764,0.3253,0.1595,0.582,0.1274,IM
2,1.65,4.152,0.0381,0.4267,0.3552,0.1414,0.6,0.0668,BCC
2,1.75,4.2155,0.0423,0.3594,0.4064,0.1701,0.6764,0.0678,BCC
2,1.65,4.175,0.0429,0.4698,0.3359,0.131,0.529,0.074,BCC
4,1.8,4.159,0.038,0.4774,0.4049,0.1487,0.4449,0.0757,BCC
2,1.75,4.1365,0.04,0.4902,0.3717,0.1402,0.4068,0.0633,BCC
4,1.75,4.194,0.0464,0.5144,0.3846,0.1569,0.3628,0.0683,BCC
3,1.65,4.174,0.0331,0.4117,0.3763,0.1337,0.4067,0.0668,BCC
2,1.8,4.188,0.04,0.409,0.4544,0.1623,0.4798,0.0756,BCC
4,1.75,4.1905,0.0386,0.3877,0.418,0.1577,0.4539,0.0693,BCC
4,1.75,4.168,0.0436,0.4895,0.399,0.1585,0.409,0.0665,BCC
4,1.65,4.218,0.0394,0.4149,0.4207,0.1647,0.3861,0.0668,BCC
2,1.65,4.218,0.0408,0.45,0.4055,0.1597,0.3697,0.0673,BCC
4,1.8,4.1245,0.0467,0.4995,0.3952,0.149,0.3703,0.052,BCC
3,1.75,4.1895,0.0444,0.4313,0.4319,0.1681,0.4153,0.0645,BCC
3,1.75,4.215,0.0461,0.3777,0.4246,0.1789,0.4007,0.0585,BCC
2,1.75,4.2265,0.0452,0.3825,0.4755,0.1925,0.4307,0.0614,BCC
4,1.75,4.2415,0.0416,0.3817,0.5111,0.2005,0.4726,0.0714,BCC
